19316427,756804,2244468,5417960,5489600,5532804,4726444,4762124,0
20194427,1233016,4080076,4828088,4905724,4616248,5207140,0,4762124
20264487,1272704,4016508,4692156,4839044,4631020,0,5207140,4726444
19263570,749512,2117920,5355216,6592752,0,4631020,4616248,5532804
19915543,1212840,2195816,5559648,0,6592752,4839044,4905724,5489600
19355383,919880,2209400,0,5559648,5355216,4692156,4828088,5417960
36525135,7752276,0,2209400,2195816,2117920,4016508,4080076,2244468
145137380,0,7752276,919880,1212840,749512,1272704,1233016,756804
0,145137380,36525135,19355383,19915543,19263570,20264487,20194427,19316427

