                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   11210239 |    3028723 |    2997287 |    3078429 |    2744000 |    3093493 |    3048757 |    2947494 |    2582291 |    3004644 |    3049891 |    3027863 |    2843448 |    3007401 |    3057652 |    3025453
  Cycles                             |   30167200 |   30167200 |   30167200 |   30167200 |    7541800 |    7541800 |    7541800 |    7541800 |   30167200 |   30167200 |   30167200 |   30167200 |    7541800 |    7541800 |    7541800 |    7541800
  IPC                                |       0.37 |       0.10 |       0.10 |       0.10 |       0.36 |       0.41 |       0.40 |       0.39 |       0.09 |       0.10 |       0.10 |       0.10 |       0.38 |       0.40 |       0.41 |       0.40
  Time (ns)                          |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800 |    7541800
  Idle time (ns)                     |       1515 |    6279803 |    6280458 |    6281016 |    6250936 |    6250870 |    6251830 |    6252141 |    6282506 |    6282588 |    6283276 |    6283267 |    6253436 |    6253681 |    6253972 |    6254631
  Idle time (%)                      |       0.0% |      83.3% |      83.3% |      83.3% |      82.9% |      82.9% |      82.9% |      82.9% |      83.3% |      83.3% |      83.3% |      83.3% |      82.9% |      82.9% |      82.9% |      82.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1307923 |     973868 |     961139 |     993885 |     858568 |    1005259 |     986013 |     944773 |     786918 |     963537 |     981306 |     973411 |     898479 |     968896 |     989781 |     976687
  num incorrect                      |      78089 |       3499 |       3820 |       2826 |       6795 |       1843 |       2535 |       3875 |       9699 |       3894 |       3247 |       3651 |       5570 |       3056 |       2437 |       2799
  misprediction rate                 |      5.63% |      0.36% |      0.40% |      0.28% |      0.79% |      0.18% |      0.26% |      0.41% |      1.22% |      0.40% |      0.33% |      0.37% |      0.62% |      0.31% |      0.25% |      0.29%
  mpki                               |       6.97 |       1.16 |       1.27 |       0.92 |       2.48 |       0.60 |       0.83 |       1.31 |       3.76 |       1.30 |       1.06 |       1.21 |       1.96 |       1.02 |       0.80 |       0.93
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1629141 |      18618 |      20626 |      18974 |      26728 |      16093 |      17550 |      20014 |      31005 |      19579 |      20044 |      18503 |      23547 |      19030 |      16735 |      17971
    num misses                       |        171 |         25 |         25 |         25 |         25 |         27 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.13% |      0.12% |      0.13% |      0.09% |      0.17% |      0.14% |      0.12% |      0.08% |      0.13% |      0.12% |      0.14% |      0.11% |      0.13% |      0.15% |      0.14%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2416971 |     552362 |     550038 |     558003 |     522315 |     555567 |     551679 |     540735 |     509953 |     550320 |     556210 |     552690 |     532179 |     547889 |     552590 |     548633
    num misses                       |       1676 |        141 |        140 |        129 |        132 |        120 |        136 |        124 |        124 |        128 |        136 |        114 |        130 |        124 |        126 |        115
    miss rate                        |      0.07% |      0.03% |      0.03% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.15 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1847 |        166 |        165 |        154 |        157 |        147 |        161 |        149 |        149 |        153 |        161 |        139 |        155 |        149 |        151 |        140
    num misses                       |        613 |        138 |        137 |        132 |        130 |        125 |        137 |        134 |        125 |        135 |        136 |        125 |        127 |        125 |        129 |        122
    miss rate                        |     33.19% |     83.13% |     83.03% |     85.71% |     82.80% |     85.03% |     85.09% |     89.93% |     83.89% |     88.24% |     84.47% |     89.93% |     81.94% |     83.89% |     85.43% |     87.14%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1629141 |      18618 |      20626 |      18974 |      26728 |      16093 |      17550 |      20014 |      31005 |      19579 |      20044 |      18503 |      23547 |      19030 |      16735 |      17971
    num cache misses                 |       2849 |        190 |        189 |        188 |        188 |        196 |        188 |        188 |        189 |        189 |        188 |        188 |        188 |        188 |        188 |        190
    miss rate                        |      0.17% |      1.02% |      0.92% |      0.99% |      0.70% |      1.22% |      1.07% |      0.94% |      0.61% |      0.97% |      0.94% |      1.02% |      0.80% |      0.99% |      1.12% |      1.06%
    mpki                             |       0.25 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2416971 |     552362 |     550038 |     558003 |     522315 |     555567 |     551679 |     540735 |     509953 |     550320 |     556210 |     552690 |     532179 |     547889 |     552590 |     548633
    num cache misses                 |      32341 |       6946 |       7083 |       6798 |       7176 |       6881 |       6781 |       6802 |       7318 |       6879 |       6946 |       6829 |       7050 |       6933 |       6774 |       6844
    miss rate                        |      1.34% |      1.26% |      1.29% |      1.22% |      1.37% |      1.24% |      1.23% |      1.26% |      1.44% |      1.25% |      1.25% |      1.24% |      1.32% |      1.27% |      1.23% |      1.25%
    mpki                             |       2.88 |       2.29 |       2.36 |       2.21 |       2.62 |       2.22 |       2.22 |       2.31 |       2.83 |       2.29 |       2.28 |       2.26 |       2.48 |       2.31 |       2.22 |       2.26
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37344 |       7196 |       7344 |       7033 |       7478 |       7117 |       7025 |       7066 |       7805 |       7271 |       7337 |       7216 |       7481 |       7304 |       7145 |       7232
    num cache misses                 |      24017 |       6824 |       6922 |       6737 |       6945 |       6845 |       6721 |       6798 |       7070 |       6795 |       6846 |       6835 |       6917 |       6857 |       6724 |       6765
    miss rate                        |     64.31% |     94.83% |     94.25% |     95.79% |     92.87% |     96.18% |     95.67% |     96.21% |     90.58% |     93.45% |     93.31% |     94.72% |     92.46% |     93.88% |     94.11% |     93.54%
    mpki                             |       2.14 |       2.25 |       2.31 |       2.19 |       2.53 |       2.21 |       2.20 |       2.31 |       2.74 |       2.26 |       2.24 |       2.26 |       2.43 |       2.28 |       2.20 |       2.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      26898 |       6883 |       6995 |       6784 |       7059 |       6885 |       6777 |       6874 |       7368 |       6998 |       7048 |       7034 |       7160 |       7040 |       6907 |       6966
    num cache misses                 |      20545 |       3429 |       3554 |       3390 |       3564 |       3448 |       3514 |       3482 |       3953 |       3791 |       3843 |       3877 |       3810 |       3724 |       3660 |       3656
    miss rate                        |     76.38% |     49.82% |     50.81% |     49.97% |     50.49% |     50.08% |     51.85% |     50.65% |     53.65% |     54.17% |     54.53% |     55.12% |     53.21% |     52.90% |     52.99% |     52.48%
    mpki                             |       1.83 |       1.13 |       1.19 |       1.10 |       1.30 |       1.11 |       1.15 |       1.18 |       1.53 |       1.26 |       1.26 |       1.28 |       1.34 |       1.24 |       1.20 |       1.21
