                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   897399678 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |  3938536475 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  5079903900 |  5079903900 |  5079903900 |  5079903900 |  3853720200 |  3853720200 |  3853720200 |  3853720200 |  5079903900 |  5079903900 |  5079903900 |  5079903900 |  3853720200 |  3853720200 |  3853720200 |  3853720200
  IPC                                |        0.18 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.78 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000
  Idle time (ns)                     |  1410368484 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |   341344463 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000 |  1751691000
  Idle time (%)                      |       80.5% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |       19.5% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    17365208 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   169575839 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |      586283 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     6100389 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       3.27% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       3.47% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        0.65 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        1.55 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
