                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   46838424 |   48575786 |   48517232 |   48736886 |   55882081 |   55980450
  Cycles                             |   24934800 |   24934800 |   24934800 |   24934800 |   24934800 |   24934800
  IPC                                |       1.88 |       1.95 |       1.95 |       1.95 |       2.24 |       2.25
  Time (ns)                          |    6233700 |    6233700 |    6233700 |    6233700 |    6233700 |    6233700
  Idle time (ns)                     |        471 |     251086 |     252145 |     252973 |     253756 |     254538
  Idle time (%)                      |       0.0% |       4.0% |       4.0% |       4.1% |       4.1% |       4.1%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1452243 |    2450013 |    2430480 |    2503901 |   11208525 |   11241300
  num incorrect                      |      22224 |      12362 |      12197 |      12241 |       8930 |       8938
  misprediction rate                 |      1.51% |      0.50% |      0.50% |      0.49% |      0.08% |      0.08%
  mpki                               |       0.47 |       0.25 |       0.25 |       0.25 |       0.16 |       0.16
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    4356230 |    4080009 |    4079818 |    4079818 |    2224023 |    2224024
    num misses                       |        203 |         33 |         33 |         33 |         33 |         33
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   20322101 |   19894387 |   19884917 |   19921088 |   15717541 |   15733944
    num misses                       |       7217 |      26810 |       3043 |       5468 |       2879 |       3487
    miss rate                        |      0.04% |      0.13% |      0.02% |      0.03% |      0.02% |      0.02%
    mpki                             |       0.15 |       0.55 |       0.06 |       0.11 |       0.05 |       0.06
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       7420 |      26843 |       3076 |       5501 |       2912 |       3520
    num misses                       |        547 |        155 |        138 |        137 |        134 |        133
    miss rate                        |      7.37% |      0.58% |      4.49% |      2.49% |      4.60% |      3.78%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    4356230 |    4080009 |    4079818 |    4079818 |    2224023 |    2224024
    num cache misses                 |      69399 |      48569 |      48513 |      48574 |      47990 |      47992
    miss rate                        |      1.59% |      1.19% |      1.19% |      1.19% |      2.16% |      2.16%
    mpki                             |       1.48 |       1.00 |       1.00 |       1.00 |       0.86 |       0.86
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   20322101 |   19894387 |   19884917 |   19921088 |   15717541 |   15733944
    num cache misses                 |    1048550 |     961245 |     961983 |     967982 |     516827 |     514582
    miss rate                        |      5.16% |      4.83% |      4.84% |      4.86% |      3.29% |      3.27%
    mpki                             |      22.39 |      19.79 |      19.83 |      19.86 |       9.25 |       9.19
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    1162090 |    1052290 |    1043666 |    1082981 |     601213 |     601140
    num cache misses                 |     125161 |     107321 |     119381 |     130742 |     105461 |      94312
    miss rate                        |     10.77% |     10.20% |     11.44% |     12.07% |     17.54% |     15.69%
    mpki                             |       2.67 |       2.21 |       2.46 |       2.68 |       1.89 |       1.68
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     193074 |     180773 |     183597 |     228215 |     167853 |     147356
    num cache misses                 |      34385 |      16170 |      15301 |      73017 |      73815 |      62059
    miss rate                        |     17.81% |      8.94% |      8.33% |     31.99% |     43.98% |     42.12%
    mpki                             |       0.73 |       0.33 |       0.32 |       1.50 |       1.32 |       1.11
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9500 |          0 |          0 |          0 |       9464 |          0
  average dram access latency (ns)   |      75.48 |        inf |        inf |        inf |      75.19 |        inf
  average dram queueing delay        |      14.23 |       0.00 |       0.00 |       0.00 |      13.94 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6815 |         49 |         47 |         44 |         12 |         14
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      17067 |      14750 |      13937 |      71536 |      60996 |      53350
