                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10937691 |    3061037 |    3022074 |    3050286 |    2755276 |    3111421 |    3073430 |    3034152 |    2621428 |    2972470 |    3009813 |    3044573 |    2852127 |    3024692 |    3137441 |    3103679
  Cycles                             |   10948400 |   10948400 |   10948400 |    8211300 |    8211300 |    8211300 |    8211300 |   10948400 |   10948400 |    8211300 |    8211300 |   10948400 |    8211300 |    8211300 |   10948400 |   10948400
  IPC                                |       1.00 |       0.28 |       0.28 |       0.37 |       0.34 |       0.38 |       0.37 |       0.28 |       0.24 |       0.36 |       0.37 |       0.28 |       0.35 |       0.37 |       0.29 |       0.28
  Time (ns)                          |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100 |    2737100
  Idle time (ns)                     |       1639 |    2269398 |    2269699 |    2259954 |    2259913 |    2259787 |    2260008 |    2270150 |    2270270 |    2260383 |    2260500 |    2270590 |    2260319 |    2260703 |    2270811 |    2271235
  Idle time (%)                      |       0.1% |      82.9% |      82.9% |      82.6% |      82.6% |      82.6% |      82.6% |      82.9% |      82.9% |      82.6% |      82.6% |      83.0% |      82.6% |      82.6% |      83.0% |      83.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1316592 |     984386 |     969042 |     983983 |     862420 |    1010864 |     993601 |     972794 |     799884 |     952288 |     967885 |     978751 |     901230 |     974205 |    1015971 |    1001772
  num incorrect                      |      73869 |       3344 |       3897 |       2788 |       6901 |       1756 |       2524 |       3759 |       9601 |       3950 |       3317 |       3670 |       5644 |       3109 |       2403 |       2792
  misprediction rate                 |      5.31% |      0.34% |      0.40% |      0.28% |      0.79% |      0.17% |      0.25% |      0.38% |      1.19% |      0.41% |      0.34% |      0.37% |      0.62% |      0.32% |      0.24% |      0.28%
  mpki                               |       6.75 |       1.09 |       1.29 |       0.91 |       2.50 |       0.56 |       0.82 |       1.24 |       3.66 |       1.33 |       1.10 |       1.21 |       1.98 |       1.03 |       0.77 |       0.90
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1629314 |      28060 |      30825 |      25364 |      47276 |      19600 |      23774 |      32012 |      67502 |      31060 |      28089 |      28976 |      42092 |      27241 |      23535 |      25991
    num misses                       |        176 |         26 |         26 |         26 |         26 |         27 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.09% |      0.08% |      0.10% |      0.05% |      0.14% |      0.11% |      0.08% |      0.04% |      0.08% |      0.09% |      0.09% |      0.06% |      0.10% |      0.11% |      0.10%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2650806 |     560417 |     556960 |     556137 |     526715 |     561488 |     558783 |     557925 |     517907 |     548024 |     552120 |     558000 |     536625 |     553539 |     568786 |     565115
    num misses                       |       1512 |        138 |        206 |        138 |        108 |        111 |        125 |        117 |        137 |        122 |        188 |        114 |        116 |        107 |        120 |        128
    miss rate                        |      0.06% |      0.02% |      0.04% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
