                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   11240220 |    3056951 |    3379156 |    2815102 |    2997215 |    3283441
  Cycles                             |   31827600 |   31827600 |   31827600 |   31827600 |    7956900 |    7956900
  IPC                                |       0.35 |       0.10 |       0.11 |       0.09 |       0.38 |       0.41
  Time (ns)                          |    7956900 |    7956900 |    7956900 |    7956900 |    7956900 |    7956900
  Idle time (ns)                     |       1276 |    6021221 |    6022326 |    6022090 |    5992511 |    5992819
  Idle time (%)                      |       0.0% |      75.7% |      75.7% |      75.7% |      75.3% |      75.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1369719 |     912096 |    1045872 |     811442 |     892828 |    1013679
  num incorrect                      |      79082 |      11373 |       7006 |      14635 |      11261 |       7054
  misprediction rate                 |      5.46% |      1.23% |      0.67% |      1.77% |      1.25% |      0.69%
  mpki                               |       7.04 |       3.72 |       2.07 |       5.20 |       3.76 |       2.15
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1637554 |      41780 |      34838 |      44761 |      39942 |      35223
    num misses                       |        174 |         26 |         26 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.06% |      0.07% |      0.06% |      0.07% |      0.07%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2770956 |     654353 |     686335 |     629754 |     642759 |     671006
    num misses                       |       2183 |        137 |        143 |        143 |        133 |        136
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.19 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2357 |        163 |        169 |        171 |        159 |        162
    num misses                       |        579 |        132 |        141 |        134 |        141 |        141
    miss rate                        |     24.57% |     80.98% |     83.43% |     78.36% |     88.68% |     87.04%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1637554 |      41780 |      34838 |      44761 |      39942 |      35223
    num cache misses                 |       2920 |        175 |        174 |        184 |        174 |        174
    miss rate                        |      0.18% |      0.42% |      0.50% |      0.41% |      0.44% |      0.49%
    mpki                             |       0.26 |       0.06 |       0.05 |       0.07 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2770956 |     654353 |     686335 |     629754 |     642759 |     671006
    num cache misses                 |      40765 |      16850 |      16595 |      17048 |      16855 |      16695
    miss rate                        |      1.47% |      2.58% |      2.42% |      2.71% |      2.62% |      2.49%
    mpki                             |       3.63 |       5.51 |       4.91 |       6.06 |       5.62 |       5.08
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      45726 |      17030 |      16771 |      17237 |      17029 |      16869
    num cache misses                 |      32044 |      15361 |      15241 |      15456 |      15368 |      15277
    miss rate                        |     70.08% |     90.20% |     90.88% |     89.67% |     90.25% |     90.56%
    mpki                             |       2.85 |       5.02 |       4.51 |       5.49 |       5.13 |       4.65
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      34339 |      15375 |      15247 |      15465 |      15368 |      15281
    num cache misses                 |      17308 |        767 |        727 |        747 |        847 |        727
    miss rate                        |     50.40% |      4.99% |      4.77% |      4.83% |      5.51% |      4.76%
    mpki                             |       1.54 |       0.25 |       0.22 |       0.27 |       0.28 |       0.22
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      21048 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.40 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10503 |        341 |        351 |        313 |        434 |        363
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
