                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  236783336 |   28032940 |   37817771 |   47602392 |   57397389 |   67181491 |   76966162 |   86750888 |   96527331 |  106312272 |  116097217 |  123783842
  Cycles                             |  255099460 |  255099460 |  255099460 |  255099460 |  336267470 |  336267470 |  336267470 |  336267470 |  255099460 |  255099460 |  255099460 |  255099460
  IPC                                |       0.93 |       0.11 |       0.15 |       0.19 |       0.17 |       0.20 |       0.23 |       0.26 |       0.38 |       0.42 |       0.46 |       0.49
  Time (ns)                          |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300 |  115954300
  Idle time (ns)                     |   20996719 |  106348150 |  104306195 |  102353873 |  102236452 |  100335672 |   98583877 |   96975017 |   93405844 |   91359952 |   89140181 |   87520520
  Idle time (%)                      |      18.1% |      91.7% |      90.0% |      88.3% |      88.2% |      86.5% |      85.0% |      83.6% |      80.6% |      78.8% |      76.9% |      75.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20948064 |    4014392 |    5411957 |    6809462 |    8209959 |    9607316 |   11004825 |   12402370 |   13797511 |   15195108 |   16592705 |   17390773
  num incorrect                      |       8692 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         87
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37800104 |        312 |        312 |        312 |        312 |        312 |        316 |        312 |        312 |        312 |        312 |        315
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.06% |      5.13% |      5.13% |      5.13% |      5.13% |      5.08%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23588489 |    4804635 |    4804367 |    4804069 |    4805267 |    4804895 |    4804615 |    4804321 |    4802841 |    4802589 |    4802337 |    4502347
    num misses                       |   17861932 |    1367011 |    1379467 |    1375593 |    1384316 |    1383639 |    1377836 |    1383963 |    1386586 |    1386893 |    1387720 |    1380846
    miss rate                        |     75.72% |     28.45% |     28.71% |     28.63% |     28.81% |     28.80% |     28.68% |     28.81% |     28.87% |     28.88% |     28.90% |     30.67%
    mpki                             |      75.44 |      48.76 |      36.48 |      28.90 |      24.12 |      20.60 |      17.90 |      15.95 |      14.36 |      13.05 |      11.95 |      11.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17862047 |    1367027 |    1379483 |    1375609 |    1384332 |    1383655 |    1377852 |    1383979 |    1386602 |    1386909 |    1387736 |    1380862
    num misses                       |   16632615 |    1264299 |    1285779 |    1283084 |    1296815 |    1295630 |    1285932 |    1300136 |    1303509 |    1300568 |    1304475 |    1293727
    miss rate                        |     93.12% |     92.49% |     93.21% |     93.27% |     93.68% |     93.64% |     93.33% |     93.94% |     94.01% |     93.77% |     94.00% |     93.69%
    mpki                             |      70.24 |      45.10 |      34.00 |      26.95 |      22.59 |      19.29 |      16.71 |      14.99 |      13.50 |      12.23 |      11.24 |      10.45
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   37800104 |        312 |        312 |        312 |        312 |        312 |        316 |        312 |        312 |        312 |        312 |        315
    num cache misses                 |       6118 |         95 |         95 |         95 |         95 |         95 |         95 |         94 |         95 |         95 |         95 |         94
    miss rate                        |      0.02% |     30.45% |     30.45% |     30.45% |     30.45% |     30.45% |     30.06% |     30.13% |     30.45% |     30.45% |     30.45% |     29.84%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   23588489 |    4804635 |    4804367 |    4804069 |    4805267 |    4804895 |    4804615 |    4804321 |    4802841 |    4802589 |    4802337 |    4502347
    num cache misses                 |   18555332 |    1379711 |    1389143 |    1390090 |    1393740 |    1393073 |    1391313 |    1395093 |    1396765 |    1396126 |    1396369 |    1392664
    miss rate                        |     78.66% |     28.72% |     28.91% |     28.94% |     29.00% |     28.99% |     28.96% |     29.04% |     29.08% |     29.07% |     29.08% |     30.93%
    mpki                             |      78.36 |      49.22 |      36.73 |      29.20 |      24.28 |      20.74 |      18.08 |      16.08 |      14.47 |      13.13 |      12.03 |      11.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19311691 |    2191704 |    2230294 |    2228642 |    2261879 |    2258435 |    2250199 |    2280865 |    2351092 |    2272518 |    2266855 |    2248166
    num cache misses                 |   18154644 |    1341252 |    1360663 |    1358332 |    1336574 |    1334620 |    1328452 |    1339210 |    1376023 |    1375525 |    1375013 |    1365402
    miss rate                        |     94.01% |     61.20% |     61.01% |     60.95% |     59.09% |     59.09% |     59.04% |     58.72% |     58.53% |     60.53% |     60.66% |     60.73%
    mpki                             |      76.67 |      47.85 |      35.98 |      28.53 |      23.29 |      19.87 |      17.26 |      15.44 |      14.26 |      12.94 |      11.84 |      11.03
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18904892 |    2153149 |    2201717 |    2196787 |    2204616 |    2199884 |    2187241 |    2224888 |    2330255 |    2251821 |    2245404 |    2220809
    num cache misses                 |   11464770 |     811212 |     840296 |     837468 |     865140 |     862462 |     856285 |     884549 |     954163 |     876048 |     870075 |     855241
    miss rate                        |     60.64% |     37.68% |     38.17% |     38.12% |     39.24% |     39.20% |     39.15% |     39.76% |     40.95% |     38.90% |     38.75% |     38.51%
    mpki                             |      48.42 |      28.94 |      22.22 |      17.59 |      15.07 |      12.84 |      11.13 |      10.20 |       9.88 |       8.24 |       7.49 |       6.91
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   14911660 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   14820757 |          0 |          0 |          0
  average dram access latency (ns)   |      62.54 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      62.74 |        inf |        inf |        inf
  average dram queueing delay        |       1.29 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     16.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     15.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
