feature,importance
avg_ipc,0.018065746823108787
ipc_cv,0.028420672761561724
pe_ratio,0.0
local_ratio,0.0
remote_ratio,0.0
l2_intensity,0.026789752326398356
l3_intensity,0.0440707784943248
mem_intensity,0.08535537894340688
read_ratio,0.11355817394797117
cpi_l3_ratio,0.09181403885557689
cpi_dram_local_ratio,0.04286516639319045
cpi_dram_remote_ratio,0.0
cpi_branch_ratio,0.07710034688954062
cpi_sync_ratio,0.04929555400098293
uop_load_ratio,0.06610216970493502
uop_store_ratio,0.056349975704559636
uop_fp_ratio,0.008626762409336738
dtlb_miss_rate,0.016492454316076894
branch_mispredict_rate,0.02447808903203959
avg_dram_latency,0.020459859362490822
dram_queue_ratio,0.015695456306309682
l1d_hit_ratio,0.02261901421990708
futex_wake_per_minst,0.032190050252672894
mem_bw_mbps,0.032935967420883075
operational_intensity,0.02732106490064136
itlb_miss_rate,0.033333982767983134
stlb_miss_rate,0.04658598958803553
load_l1_ratio,0.019473554578065974
