                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21599320 |    3847992 |    3908767 |    4167136 |    3929081 |    4006343 |    3407809 |    3532297
  Cycles                             |   16738800 |   16738800 |   16738800 |   16738800 |   16738800 |   16738800 |   16738800 |   16738800
  IPC                                |       1.29 |       0.23 |       0.23 |       0.25 |       0.23 |       0.24 |       0.20 |       0.21
  Time (ns)                          |    4184700 |    4184700 |    4184700 |    4184700 |    4184700 |    4184700 |    4184700 |    4184700
  Idle time (ns)                     |       1402 |    3464974 |    3465152 |    3465448 |    3465412 |    3465443 |    3465384 |    3465598
  Idle time (%)                      |       0.0% |      82.8% |      82.8% |      82.8% |      82.8% |      82.8% |      82.8% |      82.8%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2444145 |    1132420 |    1160969 |    1265376 |    1166444 |    1200020 |     950486 |    1002272
  num incorrect                      |     164849 |      15222 |      14158 |      10765 |      14110 |      13020 |      21489 |      19489
  misprediction rate                 |      6.32% |      1.33% |      1.20% |      0.84% |      1.20% |      1.07% |      2.21% |      1.91%
  mpki                               |       7.63 |       3.96 |       3.62 |       2.58 |       3.59 |       3.25 |       6.31 |       5.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2810716 |     131321 |     124278 |     105712 |     127243 |     116778 |     168651 |     162253
    num misses                       |        169 |         26 |         28 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5080252 |     847967 |     853495 |     881125 |     857698 |     863904 |     803273 |     816484
    num misses                       |       3604 |       1021 |       1077 |       1017 |       1110 |       1061 |       1044 |       1016
    miss rate                        |      0.07% |      0.12% |      0.13% |      0.12% |      0.13% |      0.12% |      0.13% |      0.12%
    mpki                             |       0.17 |       0.27 |       0.28 |       0.24 |       0.28 |       0.26 |       0.31 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       3773 |       1047 |       1105 |       1043 |       1136 |       1087 |       1070 |       1042
    num misses                       |        713 |        203 |        192 |        208 |        199 |        200 |        191 |        187
    miss rate                        |     18.90% |     19.39% |     17.38% |     19.94% |     17.52% |     18.40% |     17.85% |     17.95%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2810716 |     131321 |     124278 |     105712 |     127243 |     116778 |     168651 |     162253
    num cache misses                 |       2753 |        170 |        177 |        170 |        171 |        172 |        170 |        170
    miss rate                        |      0.10% |      0.13% |      0.14% |      0.16% |      0.13% |      0.15% |      0.10% |      0.10%
    mpki                             |       0.13 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5080252 |     847967 |     853495 |     881125 |     857698 |     863904 |     803273 |     816484
    num cache misses                 |      52977 |      26157 |      26222 |      25969 |      26149 |      26170 |      26323 |      26360
    miss rate                        |      1.04% |      3.08% |      3.07% |      2.95% |      3.05% |      3.03% |      3.28% |      3.23%
    mpki                             |       2.45 |       6.80 |       6.71 |       6.23 |       6.66 |       6.53 |       7.72 |       7.46
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58046 |      26577 |      26643 |      26348 |      27111 |      27097 |      27380 |      27378
    num cache misses                 |      42888 |      23850 |      23933 |      23749 |      23862 |      23919 |      24046 |      24022
    miss rate                        |     73.89% |     89.74% |     89.83% |     90.14% |     88.02% |     88.27% |     87.82% |     87.74%
    mpki                             |       1.99 |       6.20 |       6.12 |       5.70 |       6.07 |       5.97 |       7.06 |       6.80
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45571 |      24122 |      24194 |      23979 |      24668 |      24676 |      24933 |      24874
    num cache misses                 |      32656 |      13570 |      13413 |      13441 |      14492 |      14312 |      14430 |      14312
    miss rate                        |     71.66% |     56.26% |     55.44% |     56.05% |     58.75% |     58.00% |     57.88% |     57.54%
    mpki                             |       1.51 |       3.53 |       3.43 |       3.23 |       3.69 |       3.57 |       4.23 |       4.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13697 |          0 |          0 |          0 |      13643 |          0 |          0 |          0
  average dram access latency (ns)   |      61.52 |        inf |        inf |        inf |      61.48 |        inf |        inf |        inf
  average dram queueing delay        |       0.27 |       0.00 |       0.00 |       0.00 |       0.23 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10390 |        305 |        248 |        286 |        185 |        215 |        229 |        182
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3938 |       3756 |       3813 |       3766 |       4696 |       4561 |       4650 |       4674
