                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  100687842 |  101947500 |  101166310 |  101124857 |   77105192 |   79232633 |   79714108 |   78422736
  Cycles                             |  366772800 |  366772800 |  366772800 |  366772800 |   91693200 |   91693200 |   91693200 |   91693200
  IPC                                |       0.27 |       0.28 |       0.28 |       0.28 |       0.84 |       0.86 |       0.87 |       0.86
  Time (ns)                          |   91693200 |   91693200 |   91693200 |   91693200 |   91693200 |   91693200 |   91693200 |   91693200
  Idle time (ns)                     |        109 |     347094 |     348357 |     349349 |     350383 |     351382 |     352304 |     353215
  Idle time (%)                      |       0.0% |       0.4% |       0.4% |       0.4% |       0.4% |       0.4% |       0.4% |       0.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   14859733 |   15371165 |   15108597 |   15106908 |    7541413 |    8258465 |    8425692 |    7997668
  num incorrect                      |       4797 |        733 |        781 |       1008 |       1954 |       1722 |       1842 |       2338
  misprediction rate                 |      0.03% |      0.00% |      0.01% |      0.01% |      0.03% |      0.02% |      0.02% |      0.03%
  mpki                               |       0.05 |       0.01 |       0.01 |       0.01 |       0.03 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10720324 |   10663075 |   10678782 |   10681082 |    9963047 |    9968230 |    9976999 |   10019379
    num misses                       |        116 |         24 |         24 |         24 |         24 |         22 |         24 |         22
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   32220951 |   32279574 |   32151803 |   32119678 |   26995994 |   27329862 |   27395395 |   27191594
    num misses                       |    1288670 |    1283510 |    1285998 |    1284972 |    1282801 |    1283424 |    1286242 |    1282797
    miss rate                        |      4.00% |      3.98% |      4.00% |      4.00% |      4.75% |      4.70% |      4.70% |      4.72%
    mpki                             |      12.80 |      12.59 |      12.71 |      12.71 |      16.64 |      16.20 |      16.14 |      16.36
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1288786 |    1283534 |    1286022 |    1284996 |    1282825 |    1283446 |    1286266 |    1282819
    num misses                       |     525457 |     521638 |     524215 |     528651 |     522964 |     525261 |     526540 |     519533
    miss rate                        |     40.77% |     40.64% |     40.76% |     41.14% |     40.77% |     40.93% |     40.94% |     40.50%
    mpki                             |       5.22 |       5.12 |       5.18 |       5.23 |       6.78 |       6.63 |       6.61 |       6.62
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10720324 |   10663075 |   10678782 |   10681082 |    9963047 |    9968230 |    9976999 |   10019379
    num cache misses                 |       5173 |       1227 |       1209 |       1242 |       1425 |       1407 |       1417 |       1599
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   32220951 |   32279574 |   32151803 |   32119678 |   26995994 |   27329862 |   27395395 |   27191594
    num cache misses                 |    1455976 |    1447250 |    1445548 |    1445921 |    1406718 |    1408304 |    1411528 |    1402001
    miss rate                        |      4.52% |      4.48% |      4.50% |      4.50% |      5.21% |      5.15% |      5.15% |      5.16%
    mpki                             |      14.46 |      14.20 |      14.29 |      14.30 |      18.24 |      17.77 |      17.71 |      17.88
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1533705 |    1516325 |    1516529 |    1516280 |    1466049 |    1466227 |    1471057 |    1458823
    num cache misses                 |     532181 |     518889 |     516212 |     517979 |     485157 |     484057 |     481437 |     483183
    miss rate                        |     34.70% |     34.22% |     34.04% |     34.16% |     33.09% |     33.01% |     32.73% |     33.12%
    mpki                             |       5.29 |       5.09 |       5.10 |       5.12 |       6.29 |       6.11 |       6.04 |       6.16
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     604754 |     586748 |     585995 |     587107 |     543074 |     540573 |     539549 |     538406
    num cache misses                 |     413154 |     396243 |     399338 |     401350 |     364848 |     356937 |     350552 |     358638
    miss rate                        |     68.32% |     67.53% |     68.15% |     68.36% |     67.18% |     66.03% |     64.97% |     66.61%
    mpki                             |       4.10 |       3.89 |       3.95 |       3.97 |       4.73 |       4.50 |       4.40 |       4.57
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    4075859 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    1119.36 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    1058.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     280100 |     272299 |     273313 |     274209 |     251606 |     244452 |     241275 |     242926
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
