                                     | Core 0       | Core 1      
  Instructions                       |  17840356721 |  17041846809
  Cycles                             |  13750660400 |  13750660400
  IPC                                |         1.30 |         1.24
  Time (ns)                          |   3437665100 |   3437665100
  Idle time (ns)                     |     57672367 |       655780
  Idle time (%)                      |         1.7% |         0.0%
Branch predictor stats               |              |             
  num correct                        |    863829769 |    598491461
  num incorrect                      |      1164541 |      1161328
  misprediction rate                 |        0.13% |        0.19%
  mpki                               |         0.07 |         0.07
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1476277803 |   1475675929
    num misses                       |          294 |           33
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   7332855652 |   7198360055
    num misses                       |     55601671 |     55912803
    miss rate                        |        0.76% |        0.78%
    mpki                             |         3.12 |         3.28
  L2 TLB                             |              |             
    num accesses                     |     55601965 |     55912836
    num misses                       |      3065099 |      3040846
    miss rate                        |        5.51% |        5.44%
    mpki                             |         0.17 |         0.18
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1476277803 |   1475675929
    num cache misses                 |      1324275 |      1085913
    miss rate                        |        0.09% |        0.07%
    mpki                             |         0.07 |         0.06
  Cache L1-D                         |              |             
    num cache accesses               |   7332855652 |   7198360055
    num cache misses                 |    440569930 |    440269035
    miss rate                        |        6.01% |        6.12%
    mpki                             |        24.70 |        25.83
  Cache L2                           |              |             
    num cache accesses               |    462995276 |    466260680
    num cache misses                 |    179336085 |    178997049
    miss rate                        |       38.73% |       38.39%
    mpki                             |        10.05 |        10.50
  Cache L3                           |              |             
    num cache accesses               |    200437173 |    203902781
    num cache misses                 |     98662806 |    100843638
    miss rate                        |       49.22% |       49.46%
    mpki                             |         5.53 |         5.92
DRAM summary                         |              |             
  num dram accesses                  |    276607401 |            0
  average dram access latency (ns)   |        63.74 |          inf
  average dram queueing delay        |         2.49 |         0.00
  average dram bandwidth utilization |       10.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     84307196 |     87230778
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
