                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21576800 |    3734515 |    3774008 |    3992958 |    3821540 |    3919588 |    3375518 |    3453961
  Cycles                             |   14450900 |   14450900 |   14450900 |   14450900 |   14450900 |   14450900 |   14450900 |   14450900
  IPC                                |       1.49 |       0.26 |       0.26 |       0.28 |       0.26 |       0.27 |       0.23 |       0.24
  Time (ns)                          |   14450900 |   14450900 |   14450900 |   14450900 |   14450900 |   14450900 |   14450900 |   14450900
  Idle time (ns)                     |       1289 |   12240965 |   12241840 |   12242219 |   12242230 |   12242580 |   12242358 |   12242758
  Idle time (%)                      |       0.0% |      84.7% |      84.7% |      84.7% |      84.7% |      84.7% |      84.7% |      84.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2435325 |    1094239 |    1116117 |    1207190 |    1130321 |    1171014 |     936789 |     976911
  num incorrect                      |     164788 |      15003 |      14264 |      10899 |      14256 |      12901 |      20849 |      19490
  misprediction rate                 |      6.34% |      1.35% |      1.26% |      0.89% |      1.25% |      1.09% |      2.18% |      1.96%
  mpki                               |       7.64 |       4.02 |       3.78 |       2.73 |       3.73 |       3.29 |       6.18 |       5.64
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2813902 |     133140 |     123403 |     105576 |     126427 |     116964 |     178714 |     160097
    num misses                       |        170 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5076168 |     828868 |     831317 |     852156 |     840748 |     850106 |     797345 |     803649
    num misses                       |       3441 |        955 |        987 |        906 |       1005 |        977 |        963 |        970
    miss rate                        |      0.07% |      0.12% |      0.12% |      0.11% |      0.12% |      0.11% |      0.12% |      0.12%
    mpki                             |       0.16 |       0.26 |       0.26 |       0.23 |       0.26 |       0.25 |       0.29 |       0.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       3611 |        981 |       1013 |        932 |       1031 |       1003 |        989 |        996
    num misses                       |        711 |        200 |        205 |        195 |        200 |        186 |        183 |        186
    miss rate                        |     19.69% |     20.39% |     20.24% |     20.92% |     19.40% |     18.54% |     18.50% |     18.67%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2813902 |     133140 |     123403 |     105576 |     126427 |     116964 |     178714 |     160097
    num cache misses                 |       3126 |        172 |        173 |        173 |        172 |        171 |        171 |        169
    miss rate                        |      0.11% |      0.13% |      0.14% |      0.16% |      0.14% |      0.15% |      0.10% |      0.11%
    mpki                             |       0.14 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5076168 |     828868 |     831317 |     852156 |     840748 |     850106 |     797345 |     803649
    num cache misses                 |      52917 |      26109 |      26050 |      25850 |      26132 |      25943 |      26169 |      26285
    miss rate                        |      1.04% |      3.15% |      3.13% |      3.03% |      3.11% |      3.05% |      3.28% |      3.27%
    mpki                             |       2.45 |       6.99 |       6.90 |       6.47 |       6.84 |       6.62 |       7.75 |       7.61
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58487 |      26540 |      26465 |      26217 |      27098 |      26871 |      27225 |      27303
    num cache misses                 |      44831 |      23802 |      23756 |      23613 |      23848 |      23688 |      23890 |      23958
    miss rate                        |     76.65% |     89.68% |     89.76% |     90.07% |     88.01% |     88.15% |     87.75% |     87.75%
    mpki                             |       2.08 |       6.37 |       6.29 |       5.91 |       6.24 |       6.04 |       7.08 |       6.94
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47625 |      24079 |      24013 |      23832 |      24656 |      24448 |      24776 |      24811
    num cache misses                 |      32434 |      13394 |      13353 |      13310 |      14368 |      14171 |      14252 |      14221
    miss rate                        |     68.10% |     55.63% |     55.61% |     55.85% |     58.27% |     57.96% |     57.52% |     57.32%
    mpki                             |       1.50 |       3.59 |       3.54 |       3.33 |       3.76 |       3.62 |       4.22 |       4.12
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13690 |          0 |          0 |          0 |      13638 |          0 |          0 |          0
  average dram access latency (ns)   |      61.31 |        inf |        inf |        inf |      61.31 |        inf |        inf |        inf
  average dram queueing delay        |       0.05 |       0.00 |       0.00 |       0.00 |       0.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10578 |        282 |        285 |        244 |        213 |        214 |        203 |        191
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3914 |       3732 |       3739 |       3750 |       4617 |       4514 |       4635 |       4599
