                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11594817 |    3544316 |    3131136 |    3594848
  Cycles                             |    9853200 |    9853200 |    9853200 |    9853200
  IPC                                |       1.18 |       0.36 |       0.32 |       0.36
  Time (ns)                          |    2463300 |    2463300 |    2463300 |    2463300
  Idle time (ns)                     |       1532 |    1792882 |    1793427 |    1793502
  Idle time (%)                      |       0.1% |      72.8% |      72.8% |      72.8%
Branch predictor stats               |            |            |            |           
  num correct                        |    1446622 |    1037981 |     868166 |    1061488
  num incorrect                      |      83159 |      13899 |      19363 |      13251
  misprediction rate                 |      5.44% |      1.32% |      2.18% |      1.23%
  mpki                               |       7.17 |       3.92 |       6.18 |       3.69
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1655008 |      56909 |      63541 |      55416
    num misses                       |        178 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |    2891024 |     793533 |     749661 |     796237
    num misses                       |       1495 |        151 |        162 |        162
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.05 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |       1673 |        179 |        188 |        188
    num misses                       |        572 |        140 |        146 |        148
    miss rate                        |     34.19% |     78.21% |     77.66% |     78.72%
    mpki                             |       0.05 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1655008 |      56909 |      63541 |      55416
    num cache misses                 |       2913 |        184 |        176 |        176
    miss rate                        |      0.18% |      0.32% |      0.28% |      0.32%
    mpki                             |       0.25 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    2891024 |     793533 |     749661 |     796237
    num cache misses                 |      46661 |      23043 |      23301 |      22930
    miss rate                        |      1.61% |      2.90% |      3.11% |      2.88%
    mpki                             |       4.02 |       6.50 |       7.44 |       6.38
  Cache L2                           |            |            |            |           
    num cache accesses               |      51751 |      23232 |      23485 |      23109
    num cache misses                 |      37035 |      20647 |      20815 |      20603
    miss rate                        |     71.56% |     88.87% |     88.63% |     89.16%
    mpki                             |       3.19 |       5.83 |       6.65 |       5.73
  Cache L3                           |            |            |            |           
    num cache accesses               |      39378 |      20665 |      20835 |      20608
    num cache misses                 |      17554 |       1049 |       1148 |       1120
    miss rate                        |     44.58% |      5.08% |      5.51% |      5.43%
    mpki                             |       1.51 |       0.30 |       0.37 |       0.31
DRAM summary                         |            |            |            |           
  num dram accesses                  |      20795 |          0 |          0 |          0
  average dram access latency (ns)   |      62.11 |        inf |        inf |        inf
  average dram queueing delay        |       0.86 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      10742 |        496 |        536 |        568
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
