                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  140553944 |  146193419 |  144065933 |  146503506 |  192155913 |  196757779 |  195129871 |  194907930 |  145379941 |  143698394 |  145438662 |  148456846 |  196608854 |  195083150 |  194305062 |  195440013
  Cycles                             |  247794600 |  247794600 |  247794600 |  247794600 |  330392800 |  330392800 |  330392800 |  330392800 |  247794600 |  247794600 |  247794600 |  247794600 |  330392800 |  330392800 |  330392800 |  330392800
  IPC                                |       0.57 |       0.59 |       0.58 |       0.59 |       0.58 |       0.60 |       0.59 |       0.59 |       0.59 |       0.58 |       0.59 |       0.60 |       0.60 |       0.59 |       0.59 |       0.59
  Time (ns)                          |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200 |   82598200
  Idle time (ns)                     |     847228 |    1430886 |    1114517 |    1074692 |   20604213 |   19356128 |   19188129 |   18848539 |    1160088 |    1212574 |    1144996 |    1138682 |   20202587 |   19313808 |   19731657 |   19151334
  Idle time (%)                      |       1.0% |       1.7% |       1.3% |       1.3% |      24.9% |      23.4% |      23.2% |      22.8% |       1.4% |       1.5% |       1.4% |       1.4% |      24.5% |      23.4% |      23.9% |      23.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   12984961 |   15695939 |   15033941 |   15848801 |   31073309 |   32610627 |   32068923 |   31995183 |   15506518 |   14955296 |   15536272 |   16540226 |   32593369 |   32085664 |   31825345 |   32204172
  num incorrect                      |      10528 |       4145 |       4140 |       4037 |       3992 |       4028 |       3983 |       3985 |       3786 |       3873 |       3744 |       3901 |       3814 |       3758 |       3804 |       3752
  misprediction rate                 |      0.08% |      0.03% |      0.03% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.03% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.07 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13161584 |   12760648 |   12734505 |   12733591 |   12731449 |   12730290 |   12729846 |   12729641 |   12722587 |   12718481 |   12718306 |   12719264 |   12717997 |   12717598 |   12718108 |   12717803
    num misses                       |        212 |         34 |         34 |         34 |         34 |         34 |         34 |         34 |         27 |         34 |         27 |         34 |         34 |         27 |         34 |         35
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   69863560 |   69703457 |   69283620 |   69686793 |   77288186 |   78050890 |   77778450 |   77741003 |   69457817 |   69166545 |   69455673 |   69963569 |   77983145 |   77726959 |   77599256 |   77787187
    num misses                       |      40369 |      36637 |      36358 |      36344 |      36439 |      36366 |      37191 |      36347 |      36314 |      36298 |      36300 |      36460 |      36372 |      36282 |      37264 |      36216
