                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10923595 |    2965965 |    2941537 |    3002232 |    2686788 |    3013117 |    2967680 |    2884427 |    2509541 |    2935748 |    2971938 |    2952996 |    2777418 |    2938450 |    2980282 |    2959162
  Cycles                             |   29634000 |   29634000 |   29634000 |   29634000 |    7408500 |    7408500 |    7408500 |    7408500 |   29634000 |   29634000 |   29634000 |   29634000 |    7408500 |    7408500 |    7408500 |    7408500
  IPC                                |       0.37 |       0.10 |       0.10 |       0.10 |       0.36 |       0.41 |       0.40 |       0.39 |       0.08 |       0.10 |       0.10 |       0.10 |       0.37 |       0.40 |       0.40 |       0.40
  Time (ns)                          |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500 |    7408500
  Idle time (ns)                     |       1420 |    6168992 |    6169676 |    6170397 |    6140095 |    6140470 |    6140786 |    6141065 |    6171145 |    6171610 |    6171851 |    6172210 |    6142475 |    6142829 |    6143107 |    6143022
  Idle time (%)                      |       0.0% |      83.3% |      83.3% |      83.3% |      82.9% |      82.9% |      82.9% |      82.9% |      83.3% |      83.3% |      83.3% |      83.3% |      82.9% |      82.9% |      82.9% |      82.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1312462 |     952544 |     941875 |     968508 |     839650 |     977761 |     958411 |     923381 |     762590 |     939452 |     954873 |     947941 |     876136 |     945485 |     963678 |     953848
  num incorrect                      |      76376 |       3404 |       3826 |       2659 |       6549 |       1831 |       2493 |       3888 |       9655 |       3884 |       3260 |       3549 |       5540 |       3064 |       2458 |       2773
  misprediction rate                 |      5.50% |      0.36% |      0.40% |      0.27% |      0.77% |      0.19% |      0.26% |      0.42% |      1.25% |      0.41% |      0.34% |      0.37% |      0.63% |      0.32% |      0.25% |      0.29%
  mpki                               |       6.99 |       1.15 |       1.30 |       0.89 |       2.44 |       0.61 |       0.84 |       1.35 |       3.85 |       1.32 |       1.10 |       1.20 |       1.99 |       1.04 |       0.82 |       0.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1389799 |      28514 |      32505 |      25729 |      51002 |      19829 |      24348 |      31822 |      69572 |      33337 |      29982 |      30208 |      44556 |      27712 |      23248 |      25784
    num misses                       |        169 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.09% |      0.08% |      0.10% |      0.05% |      0.13% |      0.11% |      0.08% |      0.04% |      0.08% |      0.09% |      0.09% |      0.06% |      0.09% |      0.11% |      0.10%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2646298 |     544956 |     543603 |     548131 |     515427 |     544955 |     540800 |     533090 |     499926 |     541731 |     546067 |     542814 |     523994 |     538967 |     542529 |     540951
    num misses                       |       2184 |        144 |        197 |        151 |        130 |        135 |        141 |        124 |        133 |        124 |        167 |        116 |        117 |        123 |        130 |        138
    miss rate                        |      0.08% |      0.03% |      0.04% |      0.03% |      0.03% |      0.02% |      0.03% |      0.02% |      0.03% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.20 |       0.05 |       0.07 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2353 |        170 |        223 |        177 |        156 |        161 |        167 |        150 |        161 |        150 |        193 |        142 |        143 |        149 |        156 |        164
    num misses                       |        605 |        132 |        139 |        137 |        128 |        137 |        127 |        129 |        128 |        125 |        127 |        126 |        122 |        126 |        122 |        129
    miss rate                        |     25.71% |     77.65% |     62.33% |     77.40% |     82.05% |     85.09% |     76.05% |     86.00% |     79.50% |     83.33% |     65.80% |     88.73% |     85.31% |     84.56% |     78.21% |     78.66%
    mpki                             |       0.06 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1389799 |      28514 |      32505 |      25729 |      51002 |      19829 |      24348 |      31822 |      69572 |      33337 |      29982 |      30208 |      44556 |      27712 |      23248 |      25784
    num cache misses                 |       2715 |        170 |        170 |        171 |        170 |        169 |        170 |        170 |        177 |        169 |        170 |        169 |        169 |        169 |        169 |        171
    miss rate                        |      0.20% |      0.60% |      0.52% |      0.66% |      0.33% |      0.85% |      0.70% |      0.53% |      0.25% |      0.51% |      0.57% |      0.56% |      0.38% |      0.61% |      0.73% |      0.66%
    mpki                             |       0.25 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2646298 |     544956 |     543603 |     548131 |     515427 |     544955 |     540800 |     533090 |     499926 |     541731 |     546067 |     542814 |     523994 |     538967 |     542529 |     540951
    num cache misses                 |      32455 |       6926 |       7061 |       6895 |       7168 |       6855 |       6812 |       6793 |       7323 |       6844 |       6925 |       6832 |       7055 |       6911 |       6775 |       6876
    miss rate                        |      1.23% |      1.27% |      1.30% |      1.26% |      1.39% |      1.26% |      1.26% |      1.27% |      1.46% |      1.26% |      1.27% |      1.26% |      1.35% |      1.28% |      1.25% |      1.27%
    mpki                             |       2.97 |       2.34 |       2.40 |       2.30 |       2.67 |       2.28 |       2.30 |       2.36 |       2.92 |       2.33 |       2.33 |       2.31 |       2.54 |       2.35 |       2.27 |       2.32
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37327 |       7159 |       7298 |       7114 |       7458 |       7061 |       7038 |       7037 |       7801 |       7232 |       7291 |       7199 |       7450 |       7273 |       7126 |       7253
    num cache misses                 |      24123 |       6794 |       6894 |       6765 |       6918 |       6789 |       6724 |       6772 |       7049 |       6747 |       6804 |       6819 |       6900 |       6811 |       6707 |       6794
