                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   59751819 |   60088338 |   59609359 |   46792349 |   46757947 |   46791499 |   46756545 |   59578049 |   46452188 |   59680225 |   46411945 |   46442380 |   46415404 |   59650784 |   59620498 |   59645321
  Cycles                             |   25623240 |   25623240 |   25623240 |   19438320 |   19438320 |   19438320 |   19438320 |   25623240 |   19438320 |   25623240 |   19438320 |   19438320 |   19438320 |   25623240 |   25623240 |   25623240
  IPC                                |       2.33 |       2.35 |       2.33 |       2.41 |       2.41 |       2.41 |       2.41 |       2.33 |       2.39 |       2.33 |       2.39 |       2.39 |       2.39 |       2.33 |       2.33 |       2.33
  Time (ns)                          |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600 |    8835600
  Idle time (ns)                     |        593 |     422286 |     424539 |     425292 |     426035 |     426748 |     427492 |     428205 |     428949 |     429661 |     430406 |     431118 |     431862 |     432576 |     433319 |     434033
  Idle time (%)                      |       0.0% |       4.8% |       4.8% |       4.8% |       4.8% |       4.8% |       4.8% |       4.8% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6159055 |    6414766 |    6277755 |    2615901 |    2606097 |    2615640 |    2605655 |    6268962 |    2518710 |    6298005 |    2507197 |    2515925 |    2508208 |    6289607 |    6281095 |    6288037
  num incorrect                      |      75995 |      61711 |      61756 |      61675 |      61665 |      61695 |      61681 |      61714 |      61690 |      61756 |      61701 |      61680 |      61686 |      61746 |      61714 |      61729
  misprediction rate                 |      1.22% |      0.95% |      0.97% |      2.30% |      2.31% |      2.30% |      2.31% |      0.97% |      2.39% |      0.97% |      2.40% |      2.39% |      2.40% |      0.97% |      0.97% |      0.97%
  mpki                               |       1.27 |       1.03 |       1.04 |       1.32 |       1.32 |       1.32 |       1.32 |       1.04 |       1.33 |       1.03 |       1.33 |       1.33 |       1.33 |       1.04 |       1.04 |       1.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4173826 |    4032927 |    4033029 |    4032939 |    4032929 |    4032938 |    4032944 |    4032932 |    4032933 |    4033025 |    4032935 |    4032927 |    4032926 |    4033021 |    4032927 |    4033033
