                                     | Core 0     | Core 1    
  Instructions                       |  174347723 |  157534680
  Cycles                             |   88461200 |   88461200
  IPC                                |       1.97 |       1.78
  Time (ns)                          |   22115300 |   22115300
  Idle time (ns)                     |       8996 |     233952
  Idle time (%)                      |       0.0% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   31180622 |   25780485
  num incorrect                      |     114465 |     105521
  misprediction rate                 |      0.37% |      0.41%
  mpki                               |       0.66 |       0.67
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    5512060 |    5423384
    num misses                       |        366 |         27
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   62871679 |   59735873
    num misses                       |      60872 |      59908
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.35 |       0.38
  L2 TLB                             |            |           
    num accesses                     |      61238 |      59935
    num misses                       |       1276 |        597
    miss rate                        |      2.08% |      1.00%
    mpki                             |       0.01 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    5512060 |    5423384
    num cache misses                 |      25670 |      10182
    miss rate                        |      0.47% |      0.19%
    mpki                             |       0.15 |       0.06
  Cache L1-D                         |            |           
    num cache accesses               |   62871679 |   59735873
    num cache misses                 |    4624165 |    4576195
    miss rate                        |      7.35% |      7.66%
    mpki                             |      26.52 |      29.05
  Cache L2                           |            |           
    num cache accesses               |    4688232 |    4622617
    num cache misses                 |     718616 |     974226
    miss rate                        |     15.33% |     21.08%
    mpki                             |       4.12 |       6.18
  Cache L3                           |            |           
    num cache accesses               |     758697 |    1011724
    num cache misses                 |      27816 |      17499
    miss rate                        |      3.67% |      1.73%
    mpki                             |       0.16 |       0.11
DRAM summary                         |            |           
  num dram accesses                  |      45300 |          0
  average dram access latency (ns)   |     935.91 |        inf
  average dram queueing delay        |     874.66 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11779 |       5435
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
