                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10921112 |    3072245 |    3042924 |    3105910 |    2868040 |    3247193 |    3201153 |    3106126 |    2643474 |    3040793 |    3077532 |    3056270 |    2972094 |    3151140 |    3197862 |    3182313
  Cycles                             |    8169000 |    8169000 |    8169000 |    8169000 |   10892000 |   10892000 |   10892000 |   10892000 |    8169000 |    8169000 |    8169000 |    8169000 |   10892000 |   10892000 |   10892000 |   10892000
  IPC                                |       1.34 |       0.38 |       0.37 |       0.38 |       0.26 |       0.30 |       0.29 |       0.29 |       0.32 |       0.37 |       0.38 |       0.37 |       0.27 |       0.29 |       0.29 |       0.29
  Time (ns)                          |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000 |    2723000
  Idle time (ns)                     |       1577 |    2237190 |    2237653 |    2237754 |    2248006 |    2248099 |    2248267 |    2248066 |    2238255 |    2238400 |    2238577 |    2238684 |    2248794 |    2248925 |    2249128 |    2248987
  Idle time (%)                      |       0.1% |      82.2% |      82.2% |      82.2% |      82.6% |      82.6% |      82.6% |      82.6% |      82.2% |      82.2% |      82.2% |      82.2% |      82.6% |      82.6% |      82.6% |      82.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1311511 |     988150 |     975965 |    1002754 |     899125 |    1055746 |    1036606 |     997086 |     807128 |     975461 |     990223 |     982027 |     941251 |    1016458 |    1036362 |    1028505
  num incorrect                      |      73828 |       3322 |       3818 |       2810 |       6850 |       1767 |       2555 |       3917 |       9728 |       3971 |       3387 |       3654 |       5694 |       3103 |       2463 |       2787
  misprediction rate                 |      5.33% |      0.34% |      0.39% |      0.28% |      0.76% |      0.17% |      0.25% |      0.39% |      1.19% |      0.41% |      0.34% |      0.37% |      0.60% |      0.30% |      0.24% |      0.27%
  mpki                               |       6.76 |       1.08 |       1.25 |       0.90 |       2.39 |       0.54 |       0.80 |       1.26 |       3.68 |       1.31 |       1.10 |       1.20 |       1.92 |       0.98 |       0.77 |       0.88
