                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   11181258 |    3033881 |    3336917 |    2807172 |    3723007 |    4052895
  Cycles                             |    7761800 |    7761800 |    7761800 |    7761800 |    7761800 |    7761800
  IPC                                |       1.44 |       0.39 |       0.43 |       0.36 |       0.48 |       0.52
  Time (ns)                          |    7761800 |    7761800 |    7761800 |    7761800 |    7761800 |    7761800
  Idle time (ns)                     |       1250 |    5960401 |    5961147 |    5961675 |    5961552 |    5961939
  Idle time (%)                      |       0.0% |      76.8% |      76.8% |      76.8% |      76.8% |      76.8%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1349720 |     904277 |    1030687 |     809599 |    1134867 |    1270371
  num incorrect                      |      81511 |      11475 |       6931 |      14541 |      11458 |       7053
  misprediction rate                 |      5.70% |      1.25% |      0.67% |      1.76% |      1.00% |      0.55%
  mpki                               |       7.29 |       3.78 |       2.08 |       5.18 |       3.08 |       1.74
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1432159 |      94155 |      68022 |     114410 |      92982 |      66073
    num misses                       |        173 |         26 |         26 |         26 |         28 |         26
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.02% |      0.03% |      0.04%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2758351 |     650799 |     679901 |     628015 |     764154 |     799594
    num misses                       |       1491 |        133 |        143 |        138 |        147 |        143
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       1664 |        159 |        169 |        164 |        175 |        169
    num misses                       |        577 |        133 |        140 |        135 |        136 |        139
    miss rate                        |     34.68% |     83.65% |     82.84% |     82.32% |     77.71% |     82.25%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.03
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1432159 |      94155 |      68022 |     114410 |      92982 |      66073
    num cache misses                 |       2968 |        171 |        171 |        172 |        176 |        170
    miss rate                        |      0.21% |      0.18% |      0.25% |      0.15% |      0.19% |      0.26%
    mpki                             |       0.27 |       0.06 |       0.05 |       0.06 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2758351 |     650799 |     679901 |     628015 |     764154 |     799594
    num cache misses                 |      40641 |      16620 |      16291 |      16831 |      15579 |      15357
    miss rate                        |      1.47% |      2.55% |      2.40% |      2.68% |      2.04% |      1.92%
    mpki                             |       3.63 |       5.48 |       4.88 |       6.00 |       4.18 |       3.79
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      45842 |      16863 |      16511 |      17083 |      16440 |      16107
    num cache misses                 |      33198 |      15093 |      14913 |      15236 |      13980 |      13873
    miss rate                        |     72.42% |     89.50% |     90.32% |     89.19% |     85.04% |     86.13%
    mpki                             |       2.97 |       4.97 |       4.47 |       5.43 |       3.76 |       3.42
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      35671 |      15176 |      14966 |      15322 |      14664 |      14453
    num cache misses                 |      21908 |       5404 |       5219 |       5298 |      10528 |      10457
    miss rate                        |     61.42% |     35.61% |     34.87% |     34.58% |     71.79% |     72.35%
    mpki                             |       1.96 |       1.78 |       1.56 |       1.89 |       2.83 |       2.58
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      10498 |          0 |          0 |          0 |      10449 |          0
  average dram access latency (ns)   |      61.29 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10516 |        222 |        195 |        184 |         96 |        112
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1590 |       1567 |       1546 |       1576 |       2608 |       2305
