                                     | Core 0     | Core 1    
  Instructions                       |   48582007 |   10684910
  Cycles                             |   40273600 |   40273600
  IPC                                |       1.21 |       0.27
  Time (ns)                          |   10068400 |   10068400
  Idle time (ns)                     |       1282 |    6889996
  Idle time (%)                      |       0.0% |      68.4%
Branch predictor stats               |            |           
  num correct                        |    5326934 |    2417128
  num incorrect                      |     437754 |     113800
  misprediction rate                 |      7.59% |      4.50%
  mpki                               |       9.01 |      10.65
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7746310 |     956611
    num misses                       |        175 |         26
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12160556 |    3401301
    num misses                       |      37315 |      35824
    miss rate                        |      0.31% |      1.05%
    mpki                             |       0.77 |       3.35
  L2 TLB                             |            |           
    num accesses                     |      37490 |      35850
    num misses                       |        953 |        477
    miss rate                        |      2.54% |      1.33%
    mpki                             |       0.02 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7746310 |     956611
    num cache misses                 |       3377 |        278
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.07 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |   12160556 |    3401301
    num cache misses                 |     195245 |     162016
    miss rate                        |      1.61% |      4.76%
    mpki                             |       4.02 |      15.16
  Cache L2                           |            |           
    num cache accesses               |     200729 |     162298
    num cache misses                 |     136911 |     114262
    miss rate                        |     68.21% |     70.40%
    mpki                             |       2.82 |      10.69
  Cache L3                           |            |           
    num cache accesses               |     139198 |     114368
    num cache misses                 |      30972 |       7964
    miss rate                        |     22.25% |      6.96%
    mpki                             |       0.64 |       0.75
DRAM summary                         |            |           
  num dram accesses                  |      38897 |          0
  average dram access latency (ns)   |      61.72 |        inf
  average dram queueing delay        |       0.47 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      13641 |       3873
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
