                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   66517378 |   67343188 |   67220680 |   67163171 |   57291514 |   57328330 |   58719797 |   58434870 |   68222520 |   68524074 |   71731672 |   71975502 |   62119005 |   62113913 |   62101486 |   62107133
  Cycles                             |   32858160 |   32858160 |   32858160 |   32858160 |   24926880 |   24926880 |   24926880 |   24926880 |   32858160 |   32858160 |   32858160 |   32858160 |   24926880 |   24926880 |   24926880 |   24926880
  IPC                                |       2.02 |       2.05 |       2.05 |       2.04 |       2.30 |       2.30 |       2.36 |       2.34 |       2.08 |       2.09 |       2.18 |       2.19 |       2.49 |       2.49 |       2.49 |       2.49
  Time (ns)                          |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400 |   11330400
  Idle time (ns)                     |        283 |     277714 |     278904 |     279975 |     280949 |     281936 |     282922 |     283904 |     284880 |     285867 |     286848 |     287829 |     288816 |     289812 |     290772 |     291762
  Idle time (%)                      |       0.0% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.5% |       2.6% |       2.6% |       2.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3494793 |    4099571 |    4058971 |    4039805 |     748815 |     761185 |    1461930 |    1366842 |    4629625 |    4730142 |   23680378 |   23761654 |   20690591 |   20688892 |   20684750 |   20686629
  num incorrect                      |      11576 |       3688 |       3680 |       3678 |       3601 |       3625 |       3087 |       3171 |       3171 |       3173 |       1010 |       1012 |       1002 |       1004 |       1003 |       1005
  misprediction rate                 |      0.33% |      0.09% |      0.09% |      0.09% |      0.48% |      0.47% |      0.21% |      0.23% |      0.07% |      0.07% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.17 |       0.05 |       0.05 |       0.05 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5481761 |    5275534 |    5275343 |    5275343 |    5275344 |    5275343 |    5211174 |    5211173 |    5211173 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num misses                       |        203 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31 |         31 |         31 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04% |      0.27% |      0.27% |      0.27% |      0.27%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   28072145 |   27633799 |   27612974 |   27603386 |   25958920 |   25964863 |   25969451 |   25922013 |   27552955 |   27603214 |   12183714 |   12224353 |   10373142 |   10372293 |   10370222 |   10371164
    num misses                       |       6880 |       2970 |       2381 |       2445 |       1312 |       7563 |       3807 |       2925 |       4908 |       3207 |         47 |         57 |         31 |         40 |         31 |         31
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.03% |      0.01% |      0.01% |      0.02% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.10 |       0.04 |       0.04 |       0.04 |       0.02 |       0.13 |       0.06 |       0.05 |       0.07 |       0.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7083 |       3008 |       2419 |       2483 |       1350 |       7601 |       3845 |       2963 |       4946 |       3245 |         78 |         88 |         62 |         71 |         62 |         62
    num misses                       |        645 |        146 |        133 |        133 |        134 |        134 |        131 |        130 |        132 |        128 |         78 |         83 |         62 |         62 |         62 |         62
    miss rate                        |      9.11% |      4.85% |      5.50% |      5.36% |      9.93% |      1.76% |      3.41% |      4.39% |      2.67% |      3.94% |    100.00% |     94.32% |    100.00% |     87.32% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5481761 |    5275534 |    5275343 |    5275343 |    5275344 |    5275343 |    5211174 |    5211173 |    5211173 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num cache misses                 |      76057 |      56845 |      56845 |      56844 |      56949 |      56925 |      54743 |      54708 |      54647 |      54647 |        222 |        222 |        146 |        146 |        146 |        147
    miss rate                        |      1.39% |      1.08% |      1.08% |      1.08% |      1.08% |      1.08% |      1.05% |      1.05% |      1.05% |      1.05% |      0.27% |      0.27% |      1.27% |      1.27% |      1.27% |      1.28%
    mpki                             |       1.14 |       0.84 |       0.85 |       0.85 |       0.99 |       0.99 |       0.93 |       0.94 |       0.80 |       0.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   28072145 |   27633799 |   27612974 |   27603386 |   25958920 |   25964863 |   25969451 |   25922013 |   27552955 |   27603214 |   12183714 |   12224353 |   10373142 |   10372293 |   10370222 |   10371164
    num cache misses                 |     157054 |     115331 |     114729 |     115367 |     155589 |     152203 |     120645 |     128589 |      93855 |      97138 |      12124 |       7440 |       3371 |       3365 |       3396 |       3449
    miss rate                        |      0.56% |      0.42% |      0.42% |      0.42% |      0.60% |      0.59% |      0.46% |      0.50% |      0.34% |      0.35% |      0.10% |      0.06% |      0.03% |      0.03% |      0.03% |      0.03%
