                                     | Core 0     | Core 1    
  Instructions                       |  849854354 |  854015171
  Cycles                             |  331080000 |  331080000
  IPC                                |       2.57 |       2.58
  Time (ns)                          |   82770000 |   82770000
  Idle time (ns)                     |    1470664 |     474226
  Idle time (%)                      |       1.8% |       0.6%
Branch predictor stats               |            |           
  num correct                        |   50915294 |   52451218
  num incorrect                      |     309732 |     300982
  misprediction rate                 |      0.60% |      0.57%
  mpki                               |       0.36 |       0.35
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   74864874 |   74752908
    num misses                       |        250 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  281244860 |  281715241
    num misses                       |     175198 |     174949
    miss rate                        |      0.06% |      0.06%
    mpki                             |       0.21 |       0.20
  L2 TLB                             |            |           
    num accesses                     |     175448 |     174974
    num misses                       |      51979 |      50808
    miss rate                        |     29.63% |     29.04%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   74864874 |   74752908
    num cache misses                 |      25758 |      15175
    miss rate                        |      0.03% |      0.02%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  281244860 |  281715241
    num cache misses                 |   31588262 |   31578582
    miss rate                        |     11.23% |     11.21%
    mpki                             |      37.17 |      36.98
  Cache L2                           |            |           
    num cache accesses               |   31999681 |   31988115
    num cache misses                 |    3167950 |    3138531
    miss rate                        |      9.90% |      9.81%
    mpki                             |       3.73 |       3.68
  Cache L3                           |            |           
    num cache accesses               |    4537427 |    4578920
    num cache misses                 |    2627008 |    2623317
    miss rate                        |     57.90% |     57.29%
    mpki                             |       3.09 |       3.07
DRAM summary                         |            |           
  num dram accesses                  |    4464722 |    4459482
  average dram access latency (ns)   |     720.73 |     708.07
  average dram queueing delay        |     659.48 |     646.82
  average dram bandwidth utilization |      6.00% |      6.00%
Coherency Traffic                    |            |           
  num loads from dram                |    1425910 |    1567932
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     277620 |     142163
