                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  112364262 |  113816508 |  113546901 |  113470122 |  115943120 |  116344742
  Cycles                             |   42398800 |   42398800 |   42398800 |   42398800 |   42398800 |   42398800
  IPC                                |       2.65 |       2.68 |       2.68 |       2.68 |       2.73 |       2.74
  Time (ns)                          |   10599700 |   10599700 |   10599700 |   10599700 |   10599700 |   10599700
  Idle time (ns)                     |        449 |     251956 |     252778 |     253374 |     253929 |     254474
  Idle time (%)                      |       0.0% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |     775072 |    1509742 |    1420215 |    1394524 |   20086929 |   20220806
  num incorrect                      |      13069 |       5320 |       5279 |       5265 |       3842 |       3841
  misprediction rate                 |      1.66% |      0.35% |      0.37% |      0.38% |      0.02% |      0.02%
  mpki                               |       0.12 |       0.05 |       0.05 |       0.05 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   10649881 |   10472935 |   10472744 |   10472744 |    5345274 |    5345273
    num misses                       |        213 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   51700194 |   51536005 |   51490545 |   51477921 |   35942975 |   36009908
    num misses                       |       5118 |       7315 |      13151 |       7020 |       3263 |       1441
    miss rate                        |      0.01% |      0.01% |      0.03% |      0.01% |      0.01% |      0.00%
    mpki                             |       0.05 |       0.06 |       0.12 |       0.06 |       0.03 |       0.01
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       5331 |       7353 |      13189 |       7058 |       3301 |       1479
    num misses                       |        534 |        152 |        137 |        135 |        132 |        130
    miss rate                        |     10.02% |      2.07% |      1.04% |      1.91% |      4.00% |      8.79%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   10649881 |   10472935 |   10472744 |   10472744 |    5345274 |    5345273
    num cache misses                 |      76313 |      56830 |      56824 |      56844 |      56296 |      56297
    miss rate                        |      0.72% |      0.54% |      0.54% |      0.54% |      1.05% |      1.05%
    mpki                             |       0.68 |       0.50 |       0.50 |       0.50 |       0.49 |       0.48
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   51700194 |   51536005 |   51490545 |   51477921 |   35942975 |   36009908
    num cache misses                 |     770222 |     724698 |     735587 |     735592 |     401055 |     399862
    miss rate                        |      1.49% |      1.41% |      1.43% |      1.43% |      1.12% |      1.11%
    mpki                             |       6.85 |       6.37 |       6.48 |       6.48 |       3.46 |       3.44
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     866920 |     800977 |     806614 |     825823 |     475222 |     474151
    num cache misses                 |      77809 |      61597 |      66326 |      73977 |      61330 |      55771
    miss rate                        |      8.98% |      7.69% |      8.22% |      8.96% |     12.91% |     11.76%
    mpki                             |       0.69 |       0.54 |       0.58 |       0.65 |       0.53 |       0.48
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     111183 |     101124 |     102643 |     129174 |      97108 |      86035
    num cache misses                 |      24343 |       9614 |       9378 |      43088 |      40896 |      36518
    miss rate                        |     21.89% |      9.51% |      9.14% |     33.36% |     42.11% |     42.45%
    mpki                             |       0.22 |       0.08 |       0.08 |       0.38 |       0.35 |       0.31
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9189 |          0 |          0 |          0 |       9149 |          0
  average dram access latency (ns)   |      80.41 |        inf |        inf |        inf |      80.26 |        inf
  average dram queueing delay        |      19.16 |       0.00 |       0.00 |       0.00 |      19.01 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6818 |         48 |         45 |         48 |         10 |         10
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       9536 |       8134 |       7959 |      41676 |      33618 |      30549
