                                     | Core 0     | Core 1    
  Instructions                       |  174875788 |  157504872
  Cycles                             |   88426000 |   88426000
  IPC                                |       1.98 |       1.78
  Time (ns)                          |   22106500 |   22106500
  Idle time (ns)                     |       8869 |     236355
  Idle time (%)                      |       0.0% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   31358124 |   25770544
  num incorrect                      |     113151 |     105842
  misprediction rate                 |      0.36% |      0.41%
  mpki                               |       0.65 |       0.67
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    5511811 |    5423377
    num misses                       |        370 |         27
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   62960045 |   59730369
    num misses                       |      60883 |      59926
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.35 |       0.38
  L2 TLB                             |            |           
    num accesses                     |      61253 |      59953
    num misses                       |       1321 |        581
    miss rate                        |      2.16% |      0.97%
    mpki                             |       0.01 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    5511811 |    5423377
    num cache misses                 |      24308 |       7620
    miss rate                        |      0.44% |      0.14%
    mpki                             |       0.14 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |   62960045 |   59730369
    num cache misses                 |    4585878 |    4541046
    miss rate                        |      7.28% |      7.60%
    mpki                             |      26.22 |      28.83
  Cache L2                           |            |           
    num cache accesses               |    4649001 |    4584411
    num cache misses                 |     701854 |     972069
    miss rate                        |     15.10% |     21.20%
    mpki                             |       4.01 |       6.17
  Cache L3                           |            |           
    num cache accesses               |     742333 |    1009072
    num cache misses                 |      27814 |      17514
    miss rate                        |      3.75% |      1.74%
    mpki                             |       0.16 |       0.11
DRAM summary                         |            |           
  num dram accesses                  |      45304 |          0
  average dram access latency (ns)   |     897.51 |        inf
  average dram queueing delay        |     836.26 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11641 |       5418
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
