                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7     | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |   425603924 |   425415032 |   425505653 |   425367733 |  369166890 |  366121433 |  367788969 |  368712431 |   427354028 |   425721742 |   427592829 |   427183713
  Cycles                             |  1902098800 |  1902098800 |  1902098800 |  1902098800 |  475524700 |  475524700 |  475524700 |  475524700 |  1902098800 |  1902098800 |  1902098800 |  1902098800
  IPC                                |        0.22 |        0.22 |        0.22 |        0.22 |       0.78 |       0.77 |       0.77 |       0.78 |        0.22 |        0.22 |        0.22 |        0.22
  Time (ns)                          |   475524700 |   475524700 |   475524700 |   475524700 |  475524700 |  475524700 |  475524700 |  475524700 |   475524700 |   475524700 |   475524700 |   475524700
  Idle time (ns)                     |    31728157 |    31532189 |    31510124 |    31837729 |     358777 |     366769 |     354691 |     832035 |    33729923 |    33702315 |    34046831 |    34219567
  Idle time (%)                      |        6.7% |        6.6% |        6.6% |        6.7% |       0.1% |       0.1% |       0.1% |       0.2% |        7.1% |        7.1% |        7.2% |        7.2%
Branch predictor stats               |             |             |             |             |            |            |            |            |             |             |             |            
  num correct                        |    43557033 |    43585409 |    43599715 |    43578867 |   28063603 |   27062456 |   27617483 |   27928477 |    44154958 |    43605321 |    44195716 |    44126393
  num incorrect                      |        5612 |         738 |         787 |         791 |        711 |       1452 |       1149 |       1494 |        1860 |        1847 |        1845 |        2005
  misprediction rate                 |       0.01% |       0.00% |       0.00% |       0.00% |      0.00% |      0.01% |      0.00% |      0.01% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        0.01 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |            |            |            |            |             |             |             |            
  I-TLB                              |             |             |             |             |            |            |            |            |             |             |             |            
    num accesses                     |    56718955 |    56660186 |    56719758 |    56700264 |   51078277 |   51069327 |   51099382 |   51106734 |    56858975 |    56895868 |    56996483 |    56915204
    num misses                       |         118 |          22 |          22 |          24 |         24 |         24 |         24 |         24 |          22 |          24 |          24 |          24
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |            |            |            |            |             |             |             |            
    num accesses                     |   151272493 |   151083283 |   151135546 |   151048838 |  133217584 |  132667881 |  132949699 |  133091473 |   151488714 |   151236302 |   151666814 |   151422091
    num misses                       |     6894891 |     6873999 |     6873625 |     6871761 |    6870229 |    6869741 |    6868275 |    6871220 |     6867634 |     6880073 |     6868719 |     6865066
    miss rate                        |       4.56% |       4.55% |       4.55% |       4.55% |      5.16% |      5.18% |      5.17% |      5.16% |       4.53% |       4.55% |       4.53% |       4.53%
    mpki                             |       16.20 |       16.16 |       16.15 |       16.15 |      18.61 |      18.76 |      18.67 |      18.64 |       16.07 |       16.16 |       16.06 |       16.07
  L2 TLB                             |             |             |             |             |            |            |            |            |             |             |             |            
    num accesses                     |     6895009 |     6874021 |     6873647 |     6871785 |    6870253 |    6869765 |    6868299 |    6871244 |     6867656 |     6880097 |     6868743 |     6865090
    num misses                       |     3133191 |     3112042 |     3117158 |     3141840 |    3156332 |    3132327 |    3152011 |    3164150 |     3131406 |     3113260 |     3103687 |     3111901
    miss rate                        |      45.44% |      45.27% |      45.35% |      45.72% |     45.94% |     45.60% |     45.89% |     46.05% |      45.60% |      45.25% |      45.19% |      45.33%
    mpki                             |        7.36 |        7.32 |        7.33 |        7.39 |       8.55 |       8.56 |       8.57 |       8.58 |        7.33 |        7.31 |        7.26 |        7.28
Cache Summary                        |             |             |             |             |            |            |            |            |             |             |             |            
  Cache L1-I                         |             |             |             |             |            |            |            |            |             |             |             |            
    num cache accesses               |    56718955 |    56660186 |    56719758 |    56700264 |   51078277 |   51069327 |   51099382 |   51106734 |    56858975 |    56895868 |    56996483 |    56915204
    num cache misses                 |        6373 |        2418 |        2487 |        2491 |       3412 |       3470 |       3413 |       3480 |        2492 |        2459 |        2472 |        2667
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00% |      0.01% |      0.01% |      0.01% |      0.01% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |       0.01 |       0.01 |       0.01 |       0.01 |        0.01 |        0.01 |        0.01 |        0.01
  Cache L1-D                         |             |             |             |             |            |            |            |            |             |             |             |            
    num cache accesses               |   151272493 |   151083283 |   151135546 |   151048838 |  133217584 |  132667881 |  132949699 |  133091473 |   151488714 |   151236302 |   151666814 |   151422091
    num cache misses                 |     7771522 |     7751773 |     7746633 |     7744930 |    7422995 |    7426131 |    7421757 |    7424450 |     7779945 |     7790518 |     7787849 |     7786831
    miss rate                        |       5.14% |       5.13% |       5.13% |       5.13% |      5.57% |      5.60% |      5.58% |      5.58% |       5.14% |       5.15% |       5.13% |       5.14%
    mpki                             |       18.26 |       18.22 |       18.21 |       18.21 |      20.11 |      20.28 |      20.18 |      20.14 |       18.20 |       18.30 |       18.21 |       18.23
  Cache L2                           |             |             |             |             |            |            |            |            |             |             |             |            
    num cache accesses               |     7878022 |     7848193 |     7843918 |     7836027 |    7492248 |    7494706 |    7490394 |    7490719 |     7881021 |     7895518 |     7915208 |     7886986
    num cache misses                 |     2395804 |     2374384 |     2369035 |     2372982 |    2176380 |    2178299 |    2178798 |    2180348 |     2373418 |     2379114 |     2396919 |     2384410
    miss rate                        |      30.41% |      30.25% |      30.20% |      30.28% |     29.05% |     29.06% |     29.09% |     29.11% |      30.12% |      30.13% |      30.28% |      30.23%
    mpki                             |        5.63 |        5.58 |        5.57 |        5.58 |       5.90 |       5.95 |       5.92 |       5.91 |        5.55 |        5.59 |        5.61 |        5.58
  Cache L3                           |             |             |             |             |            |            |            |            |             |             |             |            
    num cache accesses               |     2495954 |     2468229 |     2463719 |     2461508 |    2242065 |    2243264 |    2243857 |    2242972 |     2471990 |     2481420 |     2521433 |     2481682
    num cache misses                 |     2331132 |     2298521 |     2296598 |     2294983 |    2106236 |    2109703 |    2113130 |    2114512 |     2312379 |     2321450 |     2365750 |     2323273
    miss rate                        |      93.40% |      93.12% |      93.22% |      93.23% |     93.94% |     94.05% |     94.17% |     94.27% |      93.54% |      93.55% |      93.83% |      93.62%
    mpki                             |        5.48 |        5.40 |        5.40 |        5.40 |       5.71 |       5.76 |       5.75 |       5.73 |        5.41 |        5.45 |        5.53 |        5.44
DRAM summary                         |             |             |             |             |            |            |            |            |             |             |             |            
  num dram accesses                  |    17166281 |           0 |           0 |           0 |          0 |          0 |          0 |          0 |    17171621 |           0 |           0 |           0
  average dram access latency (ns)   |     4272.21 |         inf |         inf |         inf |        inf |        inf |        inf |        inf |     4261.71 |         inf |         inf |         inf
  average dram queueing delay        |     4210.96 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     4200.46 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       4.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       4.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |            |            |            |            |             |             |             |            
  num loads from dram                |     1596309 |     1589180 |     1589405 |     1588200 |    1422413 |    1422246 |    1422372 |    1422650 |     1587388 |     1588546 |     1590933 |     1582515
  num loads from dram cache          |           0 |           0 |           0 |           0 |          0 |          0 |          0 |          0 |           0 |           0 |           0 |           0
  num loads from remote cache        |       57454 |       40486 |       37075 |       36865 |      34454 |      37460 |      39138 |      39594 |       57359 |       65240 |      106318 |       69924
