                                     | Core 0     | Core 1    
  Instructions                       |  362429499 |  362569201
  Cycles                             |  117780600 |  117780600
  IPC                                |       3.08 |       3.08
  Time (ns)                          |   40614000 |   40614000
  Idle time (ns)                     |        533 |     356722
  Idle time (%)                      |       0.0% |       0.9%
Branch predictor stats               |            |           
  num correct                        |   17404421 |   17583881
  num incorrect                      |     501451 |     488067
  misprediction rate                 |      2.80% |      2.70%
  mpki                               |       1.38 |       1.35
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   32385775 |   32252578
    num misses                       |        339 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  112880563 |  112604474
    num misses                       |     109578 |     109525
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.30 |       0.30
  L2 TLB                             |            |           
    num accesses                     |     109917 |     109553
    num misses                       |      25103 |      24214
    miss rate                        |     22.84% |     22.10%
    mpki                             |       0.07 |       0.07
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   32385775 |   32252578
    num cache misses                 |      13733 |       3978
    miss rate                        |      0.04% |      0.01%
    mpki                             |       0.04 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  112880563 |  112604474
    num cache misses                 |   11174268 |   11167055
    miss rate                        |      9.90% |      9.92%
    mpki                             |      30.83 |      30.80
  Cache L2                           |            |           
    num cache accesses               |   11205783 |   11187765
    num cache misses                 |    1539376 |    1516055
    miss rate                        |     13.74% |     13.55%
    mpki                             |       4.25 |       4.18
  Cache L3                           |            |           
    num cache accesses               |    1757297 |    1732910
    num cache misses                 |     361200 |     352262
    miss rate                        |     20.55% |     20.33%
    mpki                             |       1.00 |       0.97
DRAM summary                         |            |           
  num dram accesses                  |      89265 |      89189
  average dram access latency (ns)   |      61.66 |      61.63
  average dram queueing delay        |       0.41 |       0.38
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       5817 |        608
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     250442 |     250903
