                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  181922043 |  197868277 |  215970725 |  261526411 |  546460537 |  229794316 |  163124130 |  621829009
  Cycles                             |  381781840 |  503257880 |  503257880 |  503257880 |  381781840 |  503257880 |  381781840 |  381781840
  IPC                                |       0.48 |       0.39 |       0.43 |       0.52 |       1.43 |       0.46 |       0.43 |       1.63
  Time (ns)                          |  173537200 |  173537200 |  173537200 |  173537200 |  173537200 |  173537200 |  173537200 |  173537200
  Idle time (ns)                     |  142935229 |  138247516 |  128218354 |  130137877 |   54149598 |  134221641 |  138278185 |   48642877
  Idle time (%)                      |      82.4% |      79.7% |      73.9% |      75.0% |      31.2% |      77.3% |      79.7% |      28.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5145623 |    7772756 |    6938519 |   10279977 |   19322989 |    9012850 |    6357738 |   24007070
  num incorrect                      |      27640 |     291390 |     632659 |     302676 |    1145026 |     294069 |     289746 |    1005515
  misprediction rate                 |      0.53% |      3.61% |      8.36% |      2.86% |      5.59% |      3.16% |      4.36% |      4.02%
  mpki                               |       0.15 |       1.47 |       2.93 |       1.16 |       2.10 |       1.28 |       1.78 |       1.62
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   15882109 |   19272898 |   20807854 |   25608332 |   51577462 |   22431225 |   15761044 |   61560176
    num misses                       |        217 |        260 |         79 |        254 |        479 |        261 |        253 |        304
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   64542548 |   68691274 |   75653928 |   90681138 |  195524033 |   79716910 |   56742667 |  218607939
    num misses                       |      11590 |      95424 |      17664 |     145303 |     258324 |     120016 |      74187 |     243221
    miss rate                        |      0.02% |      0.14% |      0.02% |      0.16% |      0.13% |      0.15% |      0.13% |      0.11%
    mpki                             |       0.06 |       0.48 |       0.08 |       0.56 |       0.47 |       0.52 |       0.45 |       0.39
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      11807 |      95684 |      17743 |     145557 |     258803 |     120277 |      74440 |     243525
    num misses                       |       3766 |       4677 |        690 |      12768 |      55453 |       7696 |       2868 |      73359
    miss rate                        |     31.90% |      4.89% |      3.89% |      8.77% |     21.43% |      6.40% |      3.85% |     30.12%
    mpki                             |       0.02 |       0.02 |       0.00 |       0.05 |       0.10 |       0.03 |       0.02 |       0.12
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   15882109 |   19272898 |   20807854 |   25608332 |   51577462 |   22431225 |   15761044 |   61560176
    num cache misses                 |     139858 |     574212 |     507578 |     595944 |    1691292 |     580903 |     560795 |    1217505
    miss rate                        |      0.88% |      2.98% |      2.44% |      2.33% |      3.28% |      2.59% |      3.56% |      1.98%
    mpki                             |       0.77 |       2.90 |       2.35 |       2.28 |       3.09 |       2.53 |       3.44 |       1.96
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   64542548 |   68691274 |   75653928 |   90681138 |  195524033 |   79716910 |   56742667 |  218607939
    num cache misses                 |     272633 |     274764 |      47079 |     514326 |    1605724 |     406678 |     288532 |    1635999
    miss rate                        |      0.42% |      0.40% |      0.06% |      0.57% |      0.82% |      0.51% |      0.51% |      0.75%
    mpki                             |       1.50 |       1.39 |       0.22 |       1.97 |       2.94 |       1.77 |       1.77 |       2.63
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     412911 |     849029 |     554715 |    1110344 |    3297192 |     987702 |     849422 |    2853766
    num cache misses                 |     232608 |      80084 |      31990 |     113563 |     427613 |      96130 |      66507 |     416387
    miss rate                        |     56.33% |      9.43% |      5.77% |     10.23% |     12.97% |      9.73% |      7.83% |     14.59%
    mpki                             |       1.28 |       0.40 |       0.15 |       0.43 |       0.78 |       0.42 |       0.41 |       0.67
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     233113 |      80158 |      32056 |     113670 |     427829 |      96271 |      66624 |     416667
    num cache misses                 |     127866 |      56408 |      26508 |      32457 |     105764 |      62544 |      63392 |      87595
    miss rate                        |     54.85% |     70.37% |     82.69% |     28.55% |     24.72% |     64.97% |     95.15% |     21.02%
    mpki                             |       0.70 |       0.29 |       0.12 |       0.12 |       0.19 |       0.27 |       0.39 |       0.14
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     136503 |          0 |          0 |     136467 |          0 |          0 |     136422 |          0
  average dram access latency (ns)   |      61.27 |        inf |        inf |      61.27 |        inf |        inf |      61.27 |        inf
  average dram queueing delay        |       0.02 |       0.00 |       0.00 |       0.02 |       0.00 |       0.00 |       0.02 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      57612 |      15414 |       1873 |        757 |       5241 |      16171 |      14995 |      15594
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3113 |      16297 |         36 |       7320 |      49052 |      21826 |      22202 |      47209
