                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  492858726 |   58176565 |   83339792 |  108511339 |  133679915 |  158838112 |  183998471 |  209169395 |  234334403 |  259503356 |  284672869 |  308029201
  Cycles                             |  749443810 |  749443810 |  568543580 |  749443810 |  749443810 |  568543580 |  568543580 |  568543580 |  568543580 |  749443810 |  749443810 |  568543580
  IPC                                |       0.66 |       0.08 |       0.15 |       0.14 |       0.18 |       0.28 |       0.32 |       0.37 |       0.41 |       0.35 |       0.38 |       0.54
  Time (ns)                          |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900 |  258428900
  Idle time (ns)                     |   73613689 |  239532742 |  229206057 |  226727212 |  220337749 |  210174326 |  204084148 |  198104050 |  191860392 |  188922650 |  182227820 |  172482287
  Idle time (%)                      |      28.5% |      92.7% |      88.7% |      87.7% |      85.3% |      81.3% |      79.0% |      76.7% |      74.2% |      73.1% |      70.5% |      66.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   76985694 |    9019724 |   11811936 |   14615254 |   17406794 |   20198192 |   23002045 |   25790692 |   28585804 |   31386703 |   34180284 |   36374345
  num incorrect                      |     567324 |     587162 |     589551 |     585380 |     589818 |     591640 |     583997 |     591124 |     592150 |     589441 |     592178 |     591371
  misprediction rate                 |      0.73% |      6.11% |      4.75% |      3.85% |      3.28% |      2.85% |      2.48% |      2.24% |      2.03% |      1.84% |      1.70% |      1.60%
  mpki                               |       1.15 |      10.09 |       7.07 |       5.39 |       4.41 |       3.72 |       3.17 |       2.83 |       2.53 |       2.27 |       2.08 |       1.92
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      42972 |    5592983 |   11185259 |   16777526 |   22369930 |   27962334 |   33554738 |   39147142 |   44739546 |   50331950 |   55924354 |   61516759
    num misses                       |        113 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.26% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
