                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11150510 |    3306088 |    3169207 |    3313518 |    2849850 |    3293651 |    3163616 |    3406985
  Cycles                             |    8561700 |    8561700 |    8561700 |    8561700 |    8561700 |    8561700 |    8561700 |    8561700
  IPC                                |       1.30 |       0.39 |       0.37 |       0.39 |       0.33 |       0.38 |       0.37 |       0.40
  Time (ns)                          |    2853900 |    2853900 |    2853900 |    2853900 |    2853900 |    2853900 |    2853900 |    2853900
  Idle time (ns)                     |       1772 |    2239177 |    2239555 |    2239834 |    2240068 |    2239789 |    2240248 |    2240329
  Idle time (%)                      |       0.1% |      78.5% |      78.5% |      78.5% |      78.5% |      78.5% |      78.5% |      78.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1359402 |    1034591 |     976787 |    1037972 |     840463 |    1029378 |     973148 |    1076404
  num incorrect                      |      77026 |       6169 |       8084 |       6156 |      13286 |       6556 |       8483 |       4979
  misprediction rate                 |      5.36% |      0.59% |      0.82% |      0.59% |      1.56% |      0.63% |      0.86% |      0.46%
  mpki                               |       6.91 |       1.87 |       2.55 |       1.86 |       4.66 |       1.99 |       2.68 |       1.46
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1652024 |      53987 |      66445 |      53195 |      95667 |      55024 |      68186 |      46673
    num misses                       |        171 |         26 |         26 |         26 |         26 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2725734 |     649015 |     636245 |     649367 |     606665 |     648437 |     635630 |     658844
    num misses                       |       1859 |        154 |        151 |        138 |        139 |        146 |        156 |        134
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.17 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2030 |        180 |        177 |        164 |        165 |        174 |        182 |        160
    num misses                       |        592 |        141 |        128 |        129 |        134 |        133 |        140 |        137
    miss rate                        |     29.16% |     78.33% |     72.32% |     78.66% |     81.21% |     76.44% |     76.92% |     85.62%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1652024 |      53987 |      66445 |      53195 |      95667 |      55024 |      68186 |      46673
    num cache misses                 |       3078 |        173 |        172 |        172 |        174 |        180 |        174 |        172
    miss rate                        |      0.19% |      0.32% |      0.26% |      0.32% |      0.18% |      0.33% |      0.26% |      0.37%
    mpki                             |       0.28 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2725734 |     649015 |     636245 |     649367 |     606665 |     648437 |     635630 |     658844
    num cache misses                 |      37519 |      13214 |      13244 |      13095 |      13443 |      13231 |      13255 |      12959
    miss rate                        |      1.38% |      2.04% |      2.08% |      2.02% |      2.22% |      2.04% |      2.09% |      1.97%
    mpki                             |       3.36 |       4.00 |       4.18 |       3.95 |       4.72 |       4.02 |       4.19 |       3.80
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42900 |      13500 |      13557 |      13382 |      14105 |      13799 |      13858 |      13501
    num cache misses                 |      30462 |      12173 |      12181 |      12110 |      12318 |      12215 |      12195 |      12040
    miss rate                        |     71.01% |     90.17% |     89.85% |     90.49% |     87.33% |     88.52% |     88.00% |     89.18%
    mpki                             |       2.73 |       3.68 |       3.84 |       3.65 |       4.32 |       3.71 |       3.85 |       3.53
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      33092 |      12296 |      12325 |      12225 |      12806 |      12604 |      12627 |      12410
    num cache misses                 |      23772 |       6803 |       6800 |       6662 |       7511 |       7355 |       7369 |       7208
    miss rate                        |     71.84% |     55.33% |     55.17% |     54.49% |     58.65% |     58.35% |     58.36% |     58.08%
    mpki                             |       2.13 |       2.06 |       2.15 |       2.01 |       2.64 |       2.23 |       2.33 |       2.12
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10677 |          0 |          0 |          0 |      10616 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |      61.38 |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.13 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10450 |        155 |        155 |        129 |        107 |        115 |        109 |        102
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2072 |       1880 |       1960 |       2004 |       2500 |       2508 |       2425 |       2424
