                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  180817561 |  182454017 |  181775973 |  182484564 |  182234837 |  182009842 |  183776376 |  184195461 |  183908101 |  184859809 |  184476403 |  183383154
  Cycles                             |  323586000 |  323586000 |  323586000 |  323586000 |   80896500 |   80896500 |  323586000 |  323586000 |  323586000 |  323586000 |   80896500 |   80896500
  IPC                                |       0.56 |       0.56 |       0.56 |       0.56 |       2.25 |       2.25 |       0.57 |       0.57 |       0.57 |       0.57 |       2.28 |       2.27
  Time (ns)                          |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500 |   80896500
  Idle time (ns)                     |    4485203 |    3464175 |    3460304 |    2965811 |    2417379 |    2388696 |    1495405 |    1106246 |     714824 |     532823 |     473735 |    1111825
  Idle time (%)                      |       5.5% |       4.3% |       4.3% |       3.7% |       3.0% |       3.0% |       1.8% |       1.4% |       0.9% |       0.7% |       0.6% |       1.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   31586610 |   31454946 |   32069145 |   32407343 |   32118789 |   32452761 |   32429188 |   32753097 |   31871179 |   32712021 |   31992510 |   32294518
  num incorrect                      |     120237 |     122143 |     129083 |     134232 |     138877 |     138492 |     141641 |     139754 |     140317 |     135866 |     133952 |     123967
  misprediction rate                 |      0.38% |      0.39% |      0.40% |      0.41% |      0.43% |      0.42% |      0.43% |      0.42% |      0.44% |      0.41% |      0.42% |      0.38%
  mpki                               |       0.66 |       0.67 |       0.71 |       0.74 |       0.76 |       0.76 |       0.77 |       0.76 |       0.76 |       0.73 |       0.73 |       0.68
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6907377 |    7137918 |    6831600 |    6860147 |    6991045 |    6864073 |    7154076 |    7097154 |    7453866 |    7206979 |    7580345 |    7283031
    num misses                       |        243 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   66690185 |   67754929 |   66525268 |   66484392 |   66672677 |   66101758 |   67151808 |   66972260 |   67917301 |   67407831 |   68070881 |   67034055
    num misses                       |      65809 |      66867 |      64307 |      64610 |      64856 |      64406 |      64252 |      64826 |      66713 |      65763 |      66397 |      63709
    miss rate                        |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10%
    mpki                             |       0.36 |       0.37 |       0.35 |       0.35 |       0.36 |       0.35 |       0.35 |       0.35 |       0.36 |       0.36 |       0.36 |       0.35
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      66052 |      66894 |      64334 |      64637 |      64883 |      64433 |      64279 |      64853 |      66740 |      65790 |      66424 |      63736
    num misses                       |       2121 |       1293 |       1177 |       1149 |       1041 |       1464 |       1405 |       1055 |       1072 |       2805 |       1741 |       1042
    miss rate                        |      3.21% |      1.93% |      1.83% |      1.78% |      1.60% |      2.27% |      2.19% |      1.63% |      1.61% |      4.26% |      2.62% |      1.63%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6907377 |    7137918 |    6831600 |    6860147 |    6991045 |    6864073 |    7154076 |    7097154 |    7453866 |    7206979 |    7580345 |    7283031
    num cache misses                 |      26474 |      10757 |      10628 |      10439 |      11655 |      11716 |      10550 |      10819 |      10424 |      10606 |      11777 |      11984
