                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   22007183 |    4858312 |    4584587 |    4672179 |    4589718 |    4065295
  Cycles                             |   17216400 |   17216400 |   17216400 |   17216400 |   17216400 |   17216400
  IPC                                |       1.28 |       0.28 |       0.27 |       0.27 |       0.27 |       0.24
  Time (ns)                          |    4304100 |    4304100 |    4304100 |    4304100 |    4304100 |    4304100
  Idle time (ns)                     |       1557 |    3415815 |    3415858 |    3416283 |    3416278 |    3416366
  Idle time (%)                      |       0.0% |      79.4% |      79.4% |      79.4% |      79.4% |      79.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2514984 |    1458436 |    1344911 |    1381095 |    1318792 |    1105136
  num incorrect                      |     167905 |      13722 |      17640 |      16380 |      21761 |      29177
  misprediction rate                 |      6.26% |      0.93% |      1.29% |      1.17% |      1.62% |      2.57%
  mpki                               |       7.63 |       2.82 |       3.85 |       3.51 |       4.74 |       7.18
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    3303234 |      68668 |      72961 |      71293 |      79038 |      84583
    num misses                       |        175 |         26 |         28 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.04% |      0.04% |      0.04% |      0.03% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5231961 |    1054945 |    1028687 |    1037215 |    1050322 |     995234
    num misses                       |       3408 |       1298 |       1303 |       1395 |       1293 |       1299
    miss rate                        |      0.07% |      0.12% |      0.13% |      0.13% |      0.12% |      0.13%
    mpki                             |       0.15 |       0.27 |       0.28 |       0.30 |       0.28 |       0.32
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       3583 |       1324 |       1331 |       1421 |       1319 |       1325
    num misses                       |        674 |        194 |        184 |        200 |        199 |        198
    miss rate                        |     18.81% |     14.65% |     13.82% |     14.07% |     15.09% |     14.94%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    3303234 |      68668 |      72961 |      71293 |      79038 |      84583
    num cache misses                 |       3006 |        176 |        183 |        174 |        174 |        176
    miss rate                        |      0.09% |      0.26% |      0.25% |      0.24% |      0.22% |      0.21%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5231961 |    1054945 |    1028687 |    1037215 |    1050322 |     995234
    num cache misses                 |      60100 |      33135 |      33379 |      33250 |      33322 |      33615
    miss rate                        |      1.15% |      3.14% |      3.24% |      3.21% |      3.17% |      3.38%
    mpki                             |       2.73 |       6.82 |       7.28 |       7.12 |       7.26 |       8.27
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65515 |      33440 |      33714 |      33600 |      34717 |      35166
    num cache misses                 |      48979 |      30014 |      30180 |      30081 |      30067 |      30295
    miss rate                        |     74.76% |     89.75% |     89.52% |     89.53% |     86.61% |     86.15%
    mpki                             |       2.23 |       6.18 |       6.58 |       6.44 |       6.55 |       7.45
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      51670 |      30173 |      30356 |      30281 |      31292 |      31670
    num cache misses                 |      31310 |      12127 |      12222 |      12237 |      24102 |      24212
    miss rate                        |     60.60% |     40.19% |     40.26% |     40.41% |     77.02% |     76.45%
    mpki                             |       1.42 |       2.50 |       2.67 |       2.62 |       5.25 |       5.96
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13615 |          0 |          0 |          0 |      13542 |          0
  average dram access latency (ns)   |      61.45 |        inf |        inf |        inf |      61.43 |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.00 |       0.18 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10687 |        487 |        499 |        444 |        132 |        151
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4453 |       4299 |       4290 |       4325 |       4699 |       4741
