                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21627800 |    3798946 |    3838083 |    4069916 |    3743630 |    3826100 |    3287937 |    3367945
  Cycles                             |   60604000 |   60604000 |   60604000 |   60604000 |   15151000 |   15151000 |   15151000 |   15151000
  IPC                                |       0.36 |       0.06 |       0.06 |       0.07 |       0.25 |       0.25 |       0.22 |       0.22
  Time (ns)                          |   15151000 |   15151000 |   15151000 |   15151000 |   15151000 |   15151000 |   15151000 |   15151000
  Idle time (ns)                     |       1231 |   12527748 |   12528772 |   12529136 |   12499260 |   12499591 |   12499638 |   12500156
  Idle time (%)                      |       0.0% |      82.7% |      82.7% |      82.7% |      82.5% |      82.5% |      82.5% |      82.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2456065 |    1115855 |    1137519 |    1232825 |    1104310 |    1139907 |     909383 |     947446
  num incorrect                      |     160288 |      14789 |      14069 |      11071 |      13960 |      13033 |      20947 |      19446
  misprediction rate                 |      6.13% |      1.31% |      1.22% |      0.89% |      1.25% |      1.13% |      2.25% |      2.01%
  mpki                               |       7.41 |       3.89 |       3.67 |       2.72 |       3.73 |       3.41 |       6.37 |       5.77
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3281915 |      58272 |      56896 |      52420 |      56646 |      53848 |      63156 |      62886
    num misses                       |        178 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.05% |      0.05% |      0.05% |      0.04% |      0.04%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5088095 |     839861 |     841483 |     865320 |     826346 |     833903 |     782473 |     788622
    num misses                       |       2409 |       1043 |       1011 |       1046 |       1027 |       1028 |       1017 |       1036
    miss rate                        |      0.05% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.13% |      0.13%
    mpki                             |       0.11 |       0.27 |       0.26 |       0.26 |       0.27 |       0.27 |       0.31 |       0.31
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2587 |       1069 |       1037 |       1072 |       1053 |       1054 |       1043 |       1062
    num misses                       |        675 |        197 |        199 |        197 |        183 |        178 |        183 |        175
    miss rate                        |     26.09% |     18.43% |     19.19% |     18.38% |     17.38% |     16.89% |     17.55% |     16.48%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3281915 |      58272 |      56896 |      52420 |      56646 |      53848 |      63156 |      62886
    num cache misses                 |       2975 |        175 |        174 |        176 |        176 |        175 |        181 |        176
    miss rate                        |      0.09% |      0.30% |      0.31% |      0.34% |      0.31% |      0.32% |      0.29% |      0.28%
    mpki                             |       0.14 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5088095 |     839861 |     841483 |     865320 |     826346 |     833903 |     782473 |     788622
    num cache misses                 |      53022 |      26157 |      26148 |      25925 |      26053 |      25917 |      26191 |      26337
    miss rate                        |      1.04% |      3.11% |      3.11% |      3.00% |      3.15% |      3.11% |      3.35% |      3.34%
    mpki                             |       2.45 |       6.89 |       6.81 |       6.37 |       6.96 |       6.77 |       7.97 |       7.82
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58006 |      26338 |      26323 |      26103 |      26230 |      26094 |      26375 |      26514
    num cache misses                 |      42832 |      23858 |      23839 |      23692 |      23815 |      23723 |      23923 |      24032
    miss rate                        |     73.84% |     90.58% |     90.56% |     90.76% |     90.79% |     90.91% |     90.70% |     90.64%
    mpki                             |       1.98 |       6.28 |       6.21 |       5.82 |       6.36 |       6.20 |       7.28 |       7.14
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45258 |      23876 |      23856 |      23715 |      23832 |      23727 |      23928 |      24034
    num cache misses                 |      19945 |       1155 |        994 |       1034 |       1058 |       1074 |       1059 |       1154
    miss rate                        |     44.07% |      4.84% |      4.17% |      4.36% |      4.44% |      4.53% |      4.43% |      4.80%
    mpki                             |       0.92 |       0.30 |       0.26 |       0.25 |       0.28 |       0.28 |       0.32 |       0.34
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      27401 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.41 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10710 |        585 |        470 |        541 |        532 |        547 |        515 |        578
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
