                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11169788 |    3303186 |    3128298 |    3323993 |    2798014 |    3279756 |    3140533 |    3388978
  Cycles                             |    9168800 |    9168800 |    9168800 |    9168800 |    9168800 |    9168800 |    9168800 |    9168800
  IPC                                |       1.22 |       0.36 |       0.34 |       0.36 |       0.31 |       0.36 |       0.34 |       0.37
  Time (ns)                          |    2292200 |    2292200 |    2292200 |    2292200 |    2292200 |    2292200 |    2292200 |    2292200
  Idle time (ns)                     |       1496 |    1823020 |    1823356 |    1823497 |    1823226 |    1823576 |    1823708 |    1823776
  Idle time (%)                      |       0.1% |      79.5% |      79.5% |      79.6% |      79.5% |      79.6% |      79.6% |      79.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1365544 |    1033926 |     962692 |    1041776 |     822664 |    1023569 |     966456 |    1070287
  num incorrect                      |      79452 |       6230 |       8445 |       5982 |      12876 |       6545 |       8494 |       5057
  misprediction rate                 |      5.50% |      0.60% |      0.87% |      0.57% |      1.54% |      0.64% |      0.87% |      0.47%
  mpki                               |       7.11 |       1.89 |       2.70 |       1.80 |       4.60 |       2.00 |       2.70 |       1.49
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1415220 |      55969 |      70258 |      54897 |     103668 |      60204 |      69738 |      48123
    num misses                       |        169 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2727167 |     648433 |     629612 |     650936 |     597780 |     645924 |     631669 |     656283
    num misses                       |       1493 |        141 |        132 |        153 |        145 |        128 |        128 |        127
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1662 |        167 |        158 |        179 |        171 |        154 |        154 |        153
    num misses                       |        556 |        139 |        131 |        143 |        131 |        136 |        135 |        132
    miss rate                        |     33.45% |     83.23% |     82.91% |     79.89% |     76.61% |     88.31% |     87.66% |     86.27%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1415220 |      55969 |      70258 |      54897 |     103668 |      60204 |      69738 |      48123
    num cache misses                 |       2727 |        170 |        171 |        170 |        173 |        169 |        170 |        171
    miss rate                        |      0.19% |      0.30% |      0.24% |      0.31% |      0.17% |      0.28% |      0.24% |      0.36%
    mpki                             |       0.24 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2727167 |     648433 |     629612 |     650936 |     597780 |     645924 |     631669 |     656283
    num cache misses                 |      37378 |      13196 |      13355 |      13052 |      13577 |      13182 |      13318 |      13034
    miss rate                        |      1.37% |      2.04% |      2.12% |      2.01% |      2.27% |      2.04% |      2.11% |      1.99%
    mpki                             |       3.35 |       3.99 |       4.27 |       3.93 |       4.85 |       4.02 |       4.24 |       3.85
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42428 |      13483 |      13669 |      13354 |      14252 |      13735 |      13899 |      13573
    num cache misses                 |      27313 |      12133 |      12243 |      12030 |      12441 |      12164 |      12248 |      12082
    miss rate                        |     64.37% |     89.99% |     89.57% |     90.09% |     87.29% |     88.56% |     88.12% |     89.01%
    mpki                             |       2.45 |       3.67 |       3.91 |       3.62 |       4.45 |       3.71 |       3.90 |       3.57
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      29989 |      12260 |      12390 |      12162 |      12943 |      12549 |      12658 |      12455
    num cache misses                 |      21785 |       6813 |       6818 |       6777 |       7539 |       7177 |       7380 |       7199
    miss rate                        |     72.64% |     55.57% |     55.03% |     55.72% |     58.25% |     57.19% |     58.30% |     57.80%
    mpki                             |       1.95 |       2.06 |       2.18 |       2.04 |       2.69 |       2.19 |       2.35 |       2.12
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9766 |          0 |          0 |          0 |       9706 |          0 |          0 |          0
  average dram access latency (ns)   |      61.53 |        inf |        inf |        inf |      61.49 |        inf |        inf |        inf
  average dram queueing delay        |       0.28 |       0.00 |       0.00 |       0.00 |       0.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10427 |        148 |        139 |        124 |        101 |        113 |         90 |         83
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2019 |       1932 |       1993 |       1953 |       2648 |       2369 |       2419 |       2421
