                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21635944 |    3818132 |    3884277 |    4111904 |    3881849 |    3986222 |    3382239 |    3500484
  Cycles                             |   16540000 |   16540000 |   16540000 |   16540000 |   16540000 |   16540000 |   16540000 |   16540000
  IPC                                |       1.31 |       0.23 |       0.23 |       0.25 |       0.23 |       0.24 |       0.20 |       0.21
  Time (ns)                          |    4135000 |    4135000 |    4135000 |    4135000 |    4135000 |    4135000 |    4135000 |    4135000
  Idle time (ns)                     |       1516 |    3417862 |    3418140 |    3418383 |    3418441 |    3418470 |    3418458 |    3418479
  Idle time (%)                      |       0.0% |      82.7% |      82.7% |      82.7% |      82.7% |      82.7% |      82.7% |      82.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2458128 |    1122750 |    1152921 |    1247109 |    1150612 |    1191274 |     939782 |     992120
  num incorrect                      |     160002 |      14942 |      14040 |      11015 |      13991 |      12915 |      20929 |      19542
  misprediction rate                 |      6.11% |      1.31% |      1.20% |      0.88% |      1.20% |      1.07% |      2.18% |      1.93%
  mpki                               |       7.40 |       3.91 |       3.61 |       2.68 |       3.60 |       3.24 |       6.19 |       5.58
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3282207 |      58498 |      56807 |      52404 |      56934 |      54481 |      63559 |      62667
    num misses                       |        174 |         24 |         25 |         26 |         24 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.04% |      0.04% |      0.05% |      0.04% |      0.05% |      0.04% |      0.04%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5088821 |     842825 |     849501 |     872205 |     849458 |     860767 |     798464 |     811054
    num misses                       |       2362 |       1045 |        994 |        985 |       1051 |       1047 |       1021 |       1020
    miss rate                        |      0.05% |      0.12% |      0.12% |      0.11% |      0.12% |      0.12% |      0.13% |      0.13%
    mpki                             |       0.11 |       0.27 |       0.26 |       0.24 |       0.27 |       0.26 |       0.30 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2536 |       1069 |       1019 |       1011 |       1075 |       1072 |       1046 |       1045
    num misses                       |        677 |        175 |        175 |        178 |        174 |        179 |        173 |        176
    miss rate                        |     26.70% |     16.37% |     17.17% |     17.61% |     16.19% |     16.70% |     16.54% |     16.84%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3282207 |      58498 |      56807 |      52404 |      56934 |      54481 |      63559 |      62667
    num cache misses                 |       2960 |        169 |        173 |        176 |        171 |        172 |        172 |        171
    miss rate                        |      0.09% |      0.29% |      0.30% |      0.34% |      0.30% |      0.32% |      0.27% |      0.27%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5088821 |     842825 |     849501 |     872205 |     849458 |     860767 |     798464 |     811054
    num cache misses                 |      52844 |      26180 |      26148 |      25920 |      26200 |      26032 |      26357 |      26299
    miss rate                        |      1.04% |      3.11% |      3.08% |      2.97% |      3.08% |      3.02% |      3.30% |      3.24%
    mpki                             |       2.44 |       6.86 |       6.73 |       6.30 |       6.75 |       6.53 |       7.79 |       7.51
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58242 |      26608 |      26566 |      26305 |      27156 |      26941 |      27433 |      27316
    num cache misses                 |      42770 |      23882 |      23840 |      23698 |      23932 |      23774 |      24089 |      23980
    miss rate                        |     73.43% |     89.75% |     89.74% |     90.09% |     88.13% |     88.24% |     87.81% |     87.79%
    mpki                             |       1.98 |       6.25 |       6.14 |       5.76 |       6.17 |       5.96 |       7.12 |       6.85
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45550 |      24160 |      24102 |      23929 |      24734 |      24515 |      24992 |      24827
    num cache misses                 |      32753 |      13595 |      13472 |      13377 |      14431 |      14345 |      14505 |      14379
    miss rate                        |     71.91% |     56.27% |     55.90% |     55.90% |     58.34% |     58.52% |     58.04% |     57.92%
    mpki                             |       1.51 |       3.56 |       3.47 |       3.25 |       3.72 |       3.60 |       4.29 |       4.11
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13710 |          0 |          0 |          0 |      13651 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |      61.46 |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.21 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10519 |        304 |        233 |        294 |        196 |        181 |        189 |        228
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3911 |       3785 |       3878 |       3820 |       4704 |       4518 |       4671 |       4601
