                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11419312 |    3228753 |    3090535 |    3244512 |    2799883 |    3251931 |    3116713 |    3348594
  Cycles                             |    7600100 |    7600100 |    7600100 |    7600100 |    7600100 |    7600100 |    7600100 |    7600100
  IPC                                |       1.50 |       0.42 |       0.41 |       0.43 |       0.37 |       0.43 |       0.41 |       0.44
  Time (ns)                          |    7600100 |    7600100 |    7600100 |    7600100 |    7600100 |    7600100 |    7600100 |    7600100
  Idle time (ns)                     |       1305 |    6034631 |    6035446 |    6036094 |    6036166 |    6036362 |    6036208 |    6036560
  Idle time (%)                      |       0.0% |      79.4% |      79.4% |      79.4% |      79.4% |      79.4% |      79.4% |      79.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1348751 |    1010206 |     951082 |    1015636 |     825360 |    1015833 |     958798 |    1058033
  num incorrect                      |      80265 |       6296 |       8460 |       6177 |      13238 |       6595 |       8592 |       5081
  misprediction rate                 |      5.62% |      0.62% |      0.88% |      0.60% |      1.58% |      0.65% |      0.89% |      0.48%
  mpki                               |       7.03 |       1.95 |       2.74 |       1.90 |       4.73 |       2.03 |       2.76 |       1.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1249793 |      58286 |      71917 |      58003 |     103859 |      60968 |      73050 |      50509
    num misses                       |        176 |         27 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2488872 |     631164 |     618896 |     632859 |     593605 |     636396 |     622712 |     644190
    num misses                       |       1341 |        141 |        148 |        149 |        140 |        147 |        134 |        121
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.12 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1517 |        168 |        174 |        175 |        166 |        173 |        160 |        147
    num misses                       |        579 |        133 |        138 |        137 |        134 |        139 |        138 |        127
    miss rate                        |     38.17% |     79.17% |     79.31% |     78.29% |     80.72% |     80.35% |     86.25% |     86.39%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1249793 |      58286 |      71917 |      58003 |     103859 |      60968 |      73050 |      50509
    num cache misses                 |       2957 |        193 |        186 |        187 |        188 |        186 |        185 |        185
    miss rate                        |      0.24% |      0.33% |      0.26% |      0.32% |      0.18% |      0.31% |      0.25% |      0.37%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2488872 |     631164 |     618896 |     632859 |     593605 |     636396 |     622712 |     644190
    num cache misses                 |      37389 |      13151 |      13265 |      13053 |      13405 |      13181 |      13191 |      12910
    miss rate                        |      1.50% |      2.08% |      2.14% |      2.06% |      2.26% |      2.07% |      2.12% |      2.00%
    mpki                             |       3.27 |       4.07 |       4.29 |       4.02 |       4.79 |       4.05 |       4.23 |       3.86
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42664 |      13454 |      13598 |      13360 |      14089 |      13753 |      13779 |      13471
    num cache misses                 |      30464 |      12125 |      12189 |      12052 |      12289 |      12150 |      12176 |      11998
    miss rate                        |     71.40% |     90.12% |     89.64% |     90.21% |     87.22% |     88.34% |     88.37% |     89.07%
    mpki                             |       2.67 |       3.76 |       3.94 |       3.71 |       4.39 |       3.74 |       3.91 |       3.58
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      33136 |      12245 |      12339 |      12172 |      12790 |      12536 |      12579 |      12375
    num cache misses                 |      23669 |       6710 |       6856 |       6665 |       7450 |       7252 |       7306 |       7071
    miss rate                        |     71.43% |     54.80% |     55.56% |     54.76% |     58.25% |     57.85% |     58.08% |     57.14%
    mpki                             |       2.07 |       2.08 |       2.22 |       2.05 |       2.66 |       2.23 |       2.34 |       2.11
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10681 |          0 |          0 |          0 |      10632 |          0 |          0 |          0
  average dram access latency (ns)   |      61.32 |        inf |        inf |        inf |      61.31 |        inf |        inf |        inf
  average dram queueing delay        |       0.06 |       0.00 |       0.00 |       0.00 |       0.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10421 |        131 |        145 |        134 |        103 |        102 |        105 |         86
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2012 |       1895 |       1966 |       1927 |       2503 |       2324 |       2366 |       2330
