                                     | Core 0       | Core 1      
  Instructions                       |  14698933146 |  14696636191
  Cycles                             |   5043622800 |   5043622800
  IPC                                |         2.91 |         2.91
  Time (ns)                          |   5043622800 |   5043622800
  Idle time (ns)                     |          235 |       522212
  Idle time (%)                      |         0.0% |         0.0%
Branch predictor stats               |              |             
  num correct                        |    744101923 |    743493189
  num incorrect                      |      4822945 |      4809018
  misprediction rate                 |        0.64% |        0.64%
  mpki                               |         0.33 |         0.33
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1751736922 |   1751623385
    num misses                       |          201 |           25
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   4718917480 |   4718308785
    num misses                       |      7437007 |      7515373
    miss rate                        |        0.16% |        0.16%
    mpki                             |         0.51 |         0.51
  L2 TLB                             |              |             
    num accesses                     |      7437208 |      7515398
    num misses                       |      1514261 |      1555471
    miss rate                        |       20.36% |       20.70%
    mpki                             |         0.10 |         0.11
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1751736922 |   1751623385
    num cache misses                 |      1714386 |      1704588
    miss rate                        |        0.10% |        0.10%
    mpki                             |         0.12 |         0.12
  Cache L1-D                         |              |             
    num cache accesses               |   4718917480 |   4718308785
    num cache misses                 |    597042362 |    597258999
    miss rate                        |       12.65% |       12.66%
    mpki                             |        40.62 |        40.64
  Cache L2                           |              |             
    num cache accesses               |    605075653 |    605280145
    num cache misses                 |    153263391 |    153227783
    miss rate                        |       25.33% |       25.32%
    mpki                             |        10.43 |        10.43
  Cache L3                           |              |             
    num cache accesses               |    159657967 |    159624056
    num cache misses                 |     49213968 |     49207938
    miss rate                        |       30.82% |       30.83%
    mpki                             |         3.35 |         3.35
DRAM summary                         |              |             
  num dram accesses                  |    186227169 |            0
  average dram access latency (ns)   |        61.38 |          inf
  average dram queueing delay        |         0.13 |         0.00
  average dram bandwidth utilization |        4.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     35026290 |     35021550
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
